# experiment P-147 (R-147)
# hypothesis: THE SEDUCTIVE VERSION OF GROUP D IS WRONG AND THE REGISTRATION SAYS SO IN ADVANCE. For W^{2,p} regularity, uniform refinement gives O(N^(-2/3)) in 3D and the optimal anisotropic mesh gives O(N^(-2/3)) -- the same exponent; Bonito, Canuto, Nochetto & Veeser (Acta Numerica 2024, in corpus at 10.1017/s0962492924000011) state flatly that the order 'cannot be improved upon assuming either higher regularity ... or a graded mesh'. What anisotropy buys is the constant: ||sqrt(|det H|)||_{L^tau} replaces |f|_{W^{2,p}}, and by AM-GM the former is never larger. (C1) The fitted error exponent is statistically indistinguishable between isotropic and anisotropic arms -- |Deltaexponent| < 0.1 -- on every smooth field. (C2) The fitted constant improves, and its improvement tracks the measured AM-GM gap ||sqrt(|det H|)|| / ||tr|H|/d|| per field, rank correlation above 0.7. (C3) A field lacking W^{2,p} regularity -- csg_difference, whose gradient is discontinuous -- shows an exponent difference above 0.1, because that is the one regime where grading wins in the exponent. SHARE: none -- this is M-12's law, decomposed.
# falsified by: C1 by an exponent gain on a smooth field, which would contradict the cited theory and would be the more interesting result. C2 by a constant improvement uncorrelated with the AM-GM gap, which would mean the mechanism is not the one the theory names. C3 by no exponent difference on the CSG field, which would say our sharp fields are smoother than assumed. VACUITY CONTROL: the AM-GM gap column must vary by at least 2x across fields, or C2's correlation is against a constant.
# commit 7cb687b on amd-ryzen-9-5900x-12-core at 2026-08-30T14:11:08Z
field,resolution_series,fitted_exponent_isotropic,fitted_exponent_anisotropic,exponent_difference,fitted_constant_isotropic,fitted_constant_anisotropic,constant_ratio,am_gm_gap,flat_direction_fraction,c1_holds,c2_holds,c3_holds,am_gm_gap_series,am_gm_gap_spread,am_gm_gap_tau,am_gm_gap_tau2,am_gm_gap_tau_inf,arms_identical,at_floor_fraction,axes_pinned_series,axis_ratio_max,axis_ratio_series,band_points_series,budget_ratio_series,c1_population,c1_row_holds,c1_smooth,c2_improved_fields,c2_rank_correlation,c2_rank_correlation_tau2,c2_rank_correlation_tau_inf,c2_row_improves,c3_arms_identical,c3_exponent_difference,c3_field,c3_reason,companion_deficit_holds,companion_regularity_deficit,constant_ln_ci95_anisotropic,constant_ln_ci95_isotropic,dof_series_anisotropic,dof_series_isotropic,error_max_series_anisotropic,error_max_series_isotropic,error_mean_series_anisotropic,error_mean_series_isotropic,exponent_ci95_anisotropic,exponent_ci95_isotropic,exponent_difference_ci95,exponent_difference_resolved,exponent_difference_vs_triangles,exponent_mean_anisotropic,exponent_mean_isotropic,exponent_vs_triangles_anisotropic,exponent_vs_triangles_isotropic,field_bound,fit_r2_anisotropic,fit_r2_isotropic,flat_direction_axis_aligned_fraction,grid_series_anisotropic,grid_series_isotropic,hausdorff_symmetric_series_anisotropic,hausdorff_symmetric_series_isotropic,instrument,ladder_span_anisotropic,ladder_span_isotropic,mesh_to_field_max_series_anisotropic,mesh_to_field_max_series_isotropic,prefactor_anisotropic,prefactor_isotropic,reference_dof,reproduction_checks,reproduction_mismatches,seed_coverage_series_anisotropic,seed_coverage_series_isotropic,triangles_series_anisotropic,triangles_series_isotropic,wall_seconds
sphere,17|25|33|49|65,0.692081,0.692081,0.000000,1.316314e-3,1.316314e-3,1.000000,5.882810e-2,0.002777,false,false,false,2.303294e-1|1.556754e-1|1.173009e-1|7.814336e-2|5.882810e-2,5.829144e9,0.571429,6.402680e-2,1.018533e-1,true,0.002777,0|0|0|0|0,1.000000,1.000000|1.000000|1.000000|1.000000|1.000000,422|892|1706|3608|6482,1.000000|1.000000|1.000000|1.000000|1.000000,3,true,true,3,-0.095238,-0.119048,0.214286,false,true,0.000000,csg_difference,arms_identical:axis_ratio_max=1.000000:per_axis_grid_cannot_grade_a_permutation_symmetric_field,true,0.319404,0.048976,0.048976,4913|15625|35937|117649|274625,4913|15625|35937|117649|274625,2.175952e-2|9.319898e-3|5.361366e-3|2.365113e-3|1.329136e-3,2.175952e-2|9.319898e-3|5.361366e-3|2.365113e-3|1.329136e-3,9.746261e-3|4.298481e-3|2.451972e-3|1.088231e-3|6.149086e-4,9.746261e-3|4.298481e-3|2.451972e-3|1.088231e-3|6.149086e-4,0.020245,0.020245,0.028631,false,0.000000,0.685722,0.685722,0.974539,0.974539,Exact,0.999747,0.999747,0.002777,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,2.175952e-2|9.595173e-3|5.361366e-3|2.365113e-3|1.329268e-3,2.175952e-2|9.595173e-3|5.361366e-3|2.365113e-3|1.329268e-3,field_to_mesh_max,16.371182,16.371182,2.106644e-2|9.595173e-3|5.330125e-3|2.362528e-3|1.329268e-3,2.106644e-2|9.595173e-3|5.330125e-3|2.362528e-3|1.329268e-3,7.645545e0,7.645545e0,274625,160,0,422|892|1650|3608|6482,422|892|1650|3608|6482,536|1304|2312|5240|9512,536|1304|2312|5240|9512,0.058
torus,17|25|33|49|65,0.625037,0.606471,0.018566,3.913903e-3,4.404116e-3,1.125249,1.559234e-1,0.005305,false,false,false,4.117211e-1|3.939443e-1|2.829661e-1|2.033813e-1|1.559234e-1,5.829144e9,0.571429,2.084191e-1,4.084263e-1,false,0.005305,0|0|0|0|0,1.173913,1.117647|1.173913|1.129032|1.127660|1.095238,372|844|1524|3416|6032,1.117647|0.914112|0.935943|0.995138|0.997218,3,true,true,3,-0.095238,-0.119048,0.214286,false,true,0.000000,csg_difference,arms_identical:axis_ratio_max=1.000000:per_axis_grid_cannot_grade_a_permutation_symmetric_field,true,0.319404,0.458412,0.134476,5491|14283|33635|117077|273861,4913|15625|35937|117649|274625,3.923970e-2|3.433317e-2|1.571651e-2|7.032756e-3|4.303701e-3,5.118435e-2|2.179438e-2|1.378826e-2|6.745551e-3|3.976398e-3,1.335166e-2|1.116649e-2|5.453455e-3|2.380060e-3|1.344214e-3,1.685889e-2|8.354752e-3|4.358062e-3|2.006657e-3|1.154715e-3,0.189750,0.055589,0.197725,false,0.053245,0.619817,0.673644,0.891938,0.945183,Exact,0.971821,0.997662,0.005305,17x19x17|23x27x23|31x35x31|47x53x47|63x69x63,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,4.060365e-2|3.433317e-2|1.571651e-2|7.032756e-3|4.303701e-3,5.118435e-2|2.179438e-2|1.378826e-2|6.745551e-3|3.976398e-3,field_to_mesh_max,9.117663,12.872040,4.060365e-2|2.435626e-2|1.169084e-2|5.497757e-3|3.242440e-3,4.974422e-2|2.047091e-2|1.307934e-2|6.372274e-3|3.758002e-3,8.755818e0,9.818062e0,274625,160,0,372|844|1524|3416|6032,372|844|1524|3416|6032,656|992|2016|4576|9088,656|1088|2256|4848|8416,0.095
box_exact,17|25|33|49|65,0.344354,0.344354,0.000000,7.192576e-2,7.192576e-2,1.000000,3.350970e-3,0.157947,false,false,false,2.476837e-2|1.369823e-2|8.674364e-3|5.181959e-3|3.350970e-3,5.829144e9,0.571429,7.551542e-1,3.856171e0,true,0.997788,0|0|0|0|0,1.000000,1.000000|1.000000|1.000000|1.000000|1.000000,1090|1704|4450|6852|18082,1.000000|1.000000|1.000000|1.000000|1.000000,3,true,false,3,-0.095238,-0.119048,0.214286,false,true,0.000000,csg_difference,arms_identical:axis_ratio_max=1.000000:per_axis_grid_cannot_grade_a_permutation_symmetric_field,true,0.319404,0.010052,0.010052,4913|15625|35937|117649|274625,4913|15625|35937|117649|274625,2.886751e-1|1.924501e-1|1.443376e-1|9.622504e-2|7.216878e-2,2.886751e-1|1.924501e-1|1.443376e-1|9.622504e-2|7.216878e-2,4.934434e-2|2.051743e-2|1.176371e-2|5.027935e-3|2.855331e-3,4.934434e-2|2.051743e-2|1.176371e-2|5.027935e-3|2.855331e-3,0.004155,0.004155,0.005876,false,0.000000,0.706599,0.706599,0.465343,0.465343,Exact,0.999957,0.999957,0.155293,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,2.886751e-1|1.924501e-1|1.443376e-1|9.622504e-2|7.216878e-2,2.886751e-1|1.924501e-1|1.443376e-1|9.622504e-2|7.216878e-2,field_to_mesh_max,4.000000,4.000000,1.666667e-1|1.111111e-1|8.333333e-2|5.555556e-2|4.166667e-2,1.666667e-1|1.111111e-1|8.333333e-2|5.555556e-2|4.166667e-2,5.367051e0,5.367051e0,274625,160,0,1090|1704|4450|6852|18082,1090|1704|4450|6852|18082,584|1448|2696|6344|11528,584|1448|2696|6344|11528,0.077
csg_difference,17|25|33|49|65,0.305633,0.305633,0.000000,8.807759e-2,8.807759e-2,1.000000,1.086571e-1,0.162213,false,false,false,1.381551e-1|1.305597e-1|1.114282e-1|1.318592e-1|1.086571e-1,5.829144e9,0.571429,1.036479e0,3.637316e0,true,0.893635,0|0|0|0|0,1.000000,1.000000|1.000000|1.000000|1.000000|1.000000,1096|1807|4372|6979|17440,1.000000|1.000000|1.000000|1.000000|1.000000,3,true,false,3,-0.095238,-0.119048,0.214286,false,true,0.000000,csg_difference,arms_identical:axis_ratio_max=1.000000:per_axis_grid_cannot_grade_a_permutation_symmetric_field,true,0.319404,0.408478,0.408478,4913|15625|35937|117649|274625,4913|15625|35937|117649|274625,3.060973e-1|2.037753e-1|1.514455e-1|1.452572e-1|7.654655e-2,3.060973e-1|2.037753e-1|1.514455e-1|1.452572e-1|7.654655e-2,5.226059e-2|2.076035e-2|1.258352e-2|5.171333e-3|3.129823e-3,5.226059e-2|2.076035e-2|1.258352e-2|5.171333e-3|3.129823e-3,0.168856,0.168856,0.238798,false,0.000000,0.699161,0.699161,0.407091,0.407091,Underestimate,0.917084,0.917084,0.150000,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,3.060973e-1|2.037753e-1|1.514455e-1|1.452572e-1|7.654655e-2,3.060973e-1|2.037753e-1|1.514455e-1|1.452572e-1|7.654655e-2,field_to_mesh_max,3.998839,3.998839,1.666667e-1|1.111111e-1|8.333333e-2|5.555556e-2|4.166667e-2,1.666667e-1|1.111111e-1|8.333333e-2|5.555556e-2|4.166667e-2,4.046912e0,4.046912e0,274625,160,0,999|1647|4170|6735|17166,999|1647|4170|6735|17166,584|1472|2768|6572|12020,584|1472|2768|6572|12020,0.096
thin_plate,17|25|33|49|65,0.335646,0.227537,0.108109,4.551005e-2,1.425362e-1,3.131972,1.729615e-3,0.495734,false,false,false,3.687936e-2|1.477063e-2|8.789529e-3|2.640952e-3|1.729615e-3,5.829144e9,0.571429,4.452135e-1,4.134212e0,false,0.990585,0|0|0|0|0,30.238095,7.666667|10.818182|14.692308|22.411765|30.238095,279|533|935|1925|3399,1.137594|0.921536|0.898211|0.935911|1.019700,3,false,false,3,-0.095238,-0.119048,0.214286,false,true,0.000000,csg_difference,arms_identical:axis_ratio_max=1.000000:per_axis_grid_cannot_grade_a_permutation_symmetric_field,true,0.319404,0.076793,0.023569,5589|14399|32279|110109|280035,4913|15625|35937|117649|274625,3.537743e-1|2.664982e-1|2.360335e-1|1.767877e-1|1.415568e-1,1.772181e-1|1.185122e-1|8.926786e-2|6.023680e-2|4.592793e-2,4.932396e-2|6.318110e-2|6.737184e-3|4.831008e-3|3.656293e-3,1.519065e-2|5.605677e-3|3.494501e-3|1.676807e-3|1.158445e-3,0.031734,0.009743,0.033196,true,0.079374,0.775305,0.633821,0.403086,0.482459,Exact,0.994271,0.999750,0.493380,9x69x9|11x119x11|13x191x13|17x381x17|21x635x21,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,3.537743e-1|2.664982e-1|2.360335e-1|1.767877e-1|1.415568e-1,1.772181e-1|1.185122e-1|8.926786e-2|6.023680e-2|4.592793e-2,field_to_mesh_max,2.499169,3.858612,8.333333e-3|1.250000e-2|1.250000e-2|8.991228e-3|1.039695e-2,8.333333e-3|8.333333e-3|8.333333e-3|8.333333e-3|8.333333e-3,2.462859e0,3.045079e0,274625,160,0,279|533|935|1925|3399,279|533|935|1925|3399,56|136|188|360|536,248|568|1016|2296|4088,0.062
gyroid,17|25|33|49|65,0.368063,0.368063,0.000000,2.045145e-1,2.045145e-1,1.000000,4.250772e-1,0.000277,false,false,false,4.861256e-1|5.073851e-1|4.923560e-1|4.599125e-1|4.250772e-1,5.829144e9,0.571429,8.440412e-1,1.805371e0,true,0.000323,0|0|0|0|0,1.000000,1.000000|1.000000|1.000000|1.000000|1.000000,1414|3103|5449|12259|21655,1.000000|1.000000|1.000000|1.000000|1.000000,3,true,false,3,-0.095238,-0.119048,0.214286,true,true,0.000000,csg_difference,arms_identical:axis_ratio_max=1.000000:per_axis_grid_cannot_grade_a_permutation_symmetric_field,true,0.319404,0.495116,0.495116,4913|15625|35937|117649|274625,4913|15625|35937|117649|274625,8.757047e-1|7.254714e-1|3.615611e-1|2.382600e-1|2.384220e-1,8.757047e-1|7.254714e-1|3.615611e-1|2.382600e-1|2.384220e-1,7.669941e-2|3.180262e-2|1.891428e-2|7.751230e-3|4.254188e-3,7.669941e-2|3.180262e-2|1.891428e-2|7.751230e-3|4.254188e-3,0.204670,0.204670,0.289448,false,0.000000,0.715652,0.715652,0.523811,0.523811,Lipschitz,0.916092,0.916092,0.000277,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,8.757047e-1|7.254714e-1|3.615611e-1|2.382600e-1|2.384220e-1,8.757047e-1|7.254714e-1|3.615611e-1|2.382600e-1|2.384220e-1,field_to_mesh_max,3.675417,3.675417,6.074374e-1|4.225469e-1|2.785507e-1|2.131532e-1|1.537362e-1,6.074374e-1|4.225469e-1|2.785507e-1|2.131532e-1|1.537362e-1,2.053640e1,2.053640e1,274625,160,0,1397|3456|6468|15120|27279,1397|3456|6468|15120|27279,2536|5884|10632|24108|43116,2536|5884|10632|24108|43116,0.457
fbm_terrain,17|25|33|49|65,0.439357,0.791370,0.352013,1.155288e-1,1.321705e-2,0.114405,4.214619e-10,1.000000,false,false,false,1.937022e-9|9.442859e-9|9.832446e-10|1.072161e-8|4.214619e-10,5.829144e9,0.571429,8.170066e-9,3.421812e-8,false,1.000000,1|1|1|1|1,47.400000,6.200000|11.400000|17.400000|31.000000|47.400000,578|1250|2178|4802|8450,0.978018|1.003200|1.004675|0.994696|1.005389,3,false,true,3,-0.095238,-0.119048,0.214286,true,true,0.000000,csg_difference,arms_identical:axis_ratio_max=1.000000:per_axis_grid_cannot_grade_a_permutation_symmetric_field,true,0.319404,0.313901,0.122154,4805|15675|36105|117025|276105,4913|15625|35937|117649|274625,3.008283e-1|1.303824e-1|7.003102e-2|2.981694e-2|1.136603e-2,6.622968e-1|4.348275e-1|2.717775e-1|1.627820e-1|1.182353e-1,6.631378e-2|2.782304e-2|1.281042e-2|4.030473e-3|1.686291e-3,1.110622e-1|7.198232e-2|4.916211e-2|2.593038e-2|1.516745e-2,0.129426,0.050496,0.138928,true,0.216259,0.915573,0.495895,0.830285,0.614026,Unbounded,0.992139,0.996103,1.000000,31x5x31|57x5x55|87x5x83|155x5x151|237x5x233,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,3.175991e-1|1.303824e-1|7.271330e-2|2.981694e-2|1.136603e-2,6.622968e-1|4.348275e-1|2.717775e-1|1.637617e-1|1.182353e-1,field_to_mesh_max,26.467312,5.601517,3.175991e-1|1.285490e-1|7.271330e-2|2.444822e-2|1.082179e-2,4.341572e-1|3.964555e-1|2.286225e-1|1.637617e-1|1.060964e-1,2.661894e2,2.832966e1,274625,160,0,548|1347|2453|5811|10601,548|1347|2453|5811|10601,2424|7276|16114|49860|115174,956|2172|3946|9352|16884,1.140
noise_cavity,17|25|33|49|65,0.098127,0.098127,0.000000,2.477978e-1,2.477978e-1,1.000000,2.456762e0,0.000159,false,false,false,1.235418e0|1.588576e0|1.838684e0|2.202694e0|2.456762e0,5.829144e9,0.571429,3.954276e0,7.077100e0,true,0.000159,0|0|0|0|0,1.000000,1.000000|1.000000|1.000000|1.000000|1.000000,1158|2567|4735|10556|18892,1.000000|1.000000|1.000000|1.000000|1.000000,3,true,false,3,-0.095238,-0.119048,0.214286,true,true,0.000000,csg_difference,arms_identical:axis_ratio_max=1.000000:per_axis_grid_cannot_grade_a_permutation_symmetric_field,true,0.319404,0.255647,0.255647,4913|15625|35937|117649|274625,4913|15625|35937|117649|274625,4.101836e-1|3.016077e-1|2.743219e-1|2.701684e-1|2.658215e-1,4.101836e-1|3.016077e-1|2.743219e-1|2.701684e-1|2.658215e-1,6.345686e-2|3.362546e-2|2.165500e-2|1.052951e-2|6.277472e-3,6.345686e-2|3.362546e-2|2.165500e-2|1.052951e-2|6.277472e-3,0.105679,0.105679,0.149453,false,0.000000,0.574966,0.574966,0.130046,0.130046,Unbounded,0.744293,0.744293,0.000159,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,17x17x17|25x25x25|33x33x33|49x49x49|65x65x65,6.240562e-1|8.350742e-1|6.470643e-1|4.461801e-1|4.008409e-1,6.240562e-1|8.350742e-1|6.470643e-1|4.461801e-1|4.008409e-1,field_to_mesh_max,1.543079,1.543079,6.240562e-1|8.350742e-1|6.470643e-1|4.461801e-1|4.008409e-1,6.240562e-1|8.350742e-1|6.470643e-1|4.461801e-1|4.008409e-1,8.468095e-1,8.468095e-1,274625,160,0,1272|3450|6962|18010|34672,1272|3450|6962|18010|34672,2560|7016|13236|31888|58112,2560|7016|13236|31888|58112,0.745
