# experiment P-79 (R-079)
# hypothesis: EPIC'S OWN ANSWER TO DEFORMING GEOMETRY WAS TO STOP CACHING. The Fortnite virtual-shadow-map write-up gives exactly one quantitative figure -- a light-loop optimisation from 1.56 ms to 1.08 ms -- and describes invalidation qualitatively: sun movement causes 'quite significant shadow page table changes frame to frame', animated deformation invalidates pages, and directional sun shadows were left uncached. FOR A WORLD WHERE THE GEOMETRY IS BEING DUG AWAY THAT IS THE RELEVANT PRECEDENT AND THE NUMBER IS MISSING FROM THE LITERATURE ENTIRELY. (C1) In game_dig with a cached shadow atlas, one brush stroke invalidates a page count proportional to the brush's PROJECTED area from the light, with a constant under 3 -- not to the brush volume and not to the scene. (C2) Invalidating only the pages the brush's light-space bounding volume touches produces a PIXEL- IDENTICAL shadow to a full re-render, on all eight reference fields. (C3) The saving is worth having: cached-with-invalidation beats uncached by at least 2x in shadow cost under a continuous dig at game_dig's throttled 12.5 strokes per second. SHARE: C3 moves the shadow rendering stage only.
# falsified by: C1 by a constant above 3, or by scene-proportional invalidation. C2 by any pixel difference, which would mean the conservative bound is wrong and localised invalidation is unsound. C3 by under 2x, which vindicates Epic's decision and closes the direction with a number they did not publish. VACUITY CONTROL: the light must be positioned so the brush casts a shadow into the visible frame, asserted by a non-zero changed-pixel count on the full-re-render arm.
# commit 02ffe13 on amd-ryzen-9-5900x-12-core at 2026-08-28T00:52:03Z
field,light_direction,brush_volume_cells,brush_projected_area,pages_invalidated,invalidation_constant,changed_pixels_full,changed_pixels_localised,shadow_ms_cached,shadow_ms_uncached,stroke_rate_hz,c1_holds,c2_holds,c3_holds,arm,arm_index,brush_projected_area_pages,brush_radius_cells,brush_radius_world,buried_clearance_cells,cell_size_world,changed_pixels_outside_dilated_disc,changed_pixels_outside_sound_disc,changed_pixels_outside_tight_disc,cpu_mhz,excess_in_cell_diagonals,frame_covered_texels,invalidation_constant_sound,invalidation_constant_tight,light_dx,light_dy,light_dz,max_change_excess_cells,page_cells,page_texels,pages_fraction,pages_invalidated_sound,pages_invalidated_tight,pages_per_projected_area_cell,pages_per_volume_cell,pages_total,pixel_diff_localised_vs_full,pixel_diff_sound,ratio_per_stroke,ratio_per_stroke_sound,shadow_ms_full_pass,shadow_ms_localised_pass,shadow_ms_sound_pass,shadow_texels,sound_dilate_cells,texel_size_world,texels_per_cell,triangles_base,triangles_dug
sphere,grazing,2144.6606,201.0619,16,5.0930,15118,15118,23.09571,24.70960,12.5,false,true,false,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,130,0,2269,4197.4,0.9438,51416,5.0930,2.8648,0.838444,-0.209611,0.503066,1.6347,8.0000,64,0.08163265,16,9,0.079577,0.007460,196,0,0,1.0699,1.0609,1.97677,1.84766,1.86323,896,3.4641,0.007812,8,9512,9748
sphere,grazing,2144.6606,201.0619,9,11.4592,15118,15118,23.42135,24.70960,12.5,false,true,false,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,130,0,2269,4197.4,0.9438,51416,11.4592,5.0930,0.838444,-0.209611,0.503066,1.6347,16.0000,128,0.18367347,9,4,0.044762,0.004196,49,0,0,1.0550,1.0524,1.97677,1.87371,1.87832,896,3.4641,0.007812,8,9512,9748
sphere,grazing,17157.2847,804.2477,324,1.6114,41933,41933,22.58209,23.83873,12.5,true,true,false,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,0,0,0,4197.4,-0.6887,51416,1.9894,1.4374,0.838444,-0.209611,0.503066,-1.1929,2.0000,16,0.10331633,400,289,0.402861,0.018884,3136,0,0,1.0556,1.0537,1.90710,1.80657,1.80983,896,3.4641,0.007812,8,9512,9400
sphere,grazing,17157.2847,804.2477,100,1.9894,41933,41933,22.66346,23.83873,12.5,true,true,false,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,0,0,0,4197.4,-0.6887,51416,1.9894,1.6114,0.838444,-0.209611,0.503066,-1.1929,4.0000,32,0.12755102,100,81,0.124340,0.005828,784,0,0,1.0519,1.0568,1.90710,1.81308,1.80453,896,3.4641,0.007812,8,9512,9400
sphere,grazing,17157.2847,804.2477,36,2.8648,41933,41933,22.75160,23.83873,12.5,true,true,false,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,0,0,0,4197.4,-0.6887,51416,2.8648,1.9894,0.838444,-0.209611,0.503066,-1.1929,8.0000,64,0.18367347,36,25,0.044762,0.002098,196,0,0,1.0478,1.0503,1.90710,1.82013,1.81579,896,3.4641,0.007812,8,9512,9400
sphere,grazing,17157.2847,804.2477,9,2.8648,41933,41933,22.76459,23.83873,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,0,0,0,4197.4,-0.6887,51416,2.8648,2.8648,0.838444,-0.209611,0.503066,-1.1929,16.0000,128,0.18367347,9,9,0.011191,0.000525,49,0,0,1.0472,1.0456,1.90710,1.82117,1.82394,896,3.4641,0.007812,8,9512,9400
torus,overhead,33.5103,12.5664,16,5.0930,221,221,1.82378,15.09651,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,1,0,31,4197.4,0.6012,61796,15.5972,2.8648,0.000000,-1.000000,0.000000,1.0414,2.0000,16,0.00510204,49,9,1.273240,0.477465,3136,0,0,8.2776,6.0118,1.20772,0.14590,0.20089,896,3.4641,0.007812,8,8416,8444
torus,overhead,33.5103,12.5664,6,7.6394,221,221,1.91176,15.09651,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,1,0,31,4197.4,0.6012,61796,20.3718,5.0930,0.000000,-1.000000,0.000000,1.0414,4.0000,32,0.00765306,16,4,0.477465,0.179049,784,0,0,7.8966,4.8129,1.20772,0.15294,0.25093,896,3.4641,0.007812,8,8416,8444
torus,overhead,33.5103,12.5664,2,10.1859,221,221,1.92115,15.09651,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,1,0,31,4197.4,0.6012,61796,45.8366,5.0930,0.000000,-1.000000,0.000000,1.0414,8.0000,64,0.01020408,9,1,0.159155,0.059683,196,0,0,7.8581,3.2399,1.20772,0.15369,0.37276,896,3.4641,0.007812,8,8416,8444
torus,overhead,33.5103,12.5664,2,40.7437,221,221,3.14966,15.09651,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,1,0,31,4197.4,0.6012,61796,81.4873,20.3718,0.000000,-1.000000,0.000000,1.0414,16.0000,128,0.04081633,4,1,0.159155,0.059683,49,0,0,4.7931,2.2785,1.20772,0.25197,0.53004,896,3.4641,0.007812,8,8416,8444
torus,overhead,2144.6606,201.0619,100,1.9894,8064,8064,3.99079,15.05039,12.5,true,true,true,dig,1,50.265482,8.0000,0.500000,0.0000,0.062500,49,0,801,4197.4,0.9307,61796,3.3621,1.6114,0.000000,-1.000000,0.000000,1.6120,2.0000,16,0.03188776,169,81,0.497359,0.046627,3136,0,0,3.7713,2.9544,1.20403,0.31926,0.40754,896,3.4641,0.007812,8,8416,8396
torus,overhead,2144.6606,201.0619,30,2.3873,8064,8064,4.40191,15.05039,12.5,true,true,true,dig,1,12.566371,8.0000,0.500000,0.0000,0.062500,49,0,801,4197.4,0.9307,61796,3.8993,1.9894,0.000000,-1.000000,0.000000,1.6120,4.0000,32,0.03826531,49,25,0.149208,0.013988,784,0,0,3.4191,2.6039,1.20403,0.35215,0.46240,896,3.4641,0.007812,8,8416,8396
torus,overhead,2144.6606,201.0619,9,2.8648,8064,8064,4.59868,15.05039,12.5,true,true,true,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,49,0,801,4197.4,0.9307,61796,5.0930,2.8648,0.000000,-1.000000,0.000000,1.6120,8.0000,64,0.04591837,16,9,0.044762,0.004196,196,0,0,3.2728,2.0420,1.20403,0.36789,0.58964,896,3.4641,0.007812,8,8416,8396
torus,overhead,2144.6606,201.0619,4,5.0930,8064,8064,6.51931,15.05039,12.5,false,true,true,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,49,0,801,4197.4,0.9307,61796,7.6394,5.0930,0.000000,-1.000000,0.000000,1.6120,16.0000,128,0.08163265,6,4,0.019894,0.001865,49,0,0,2.3086,1.5306,1.20403,0.52155,0.78665,896,3.4641,0.007812,8,8416,8396
torus,overhead,17157.2847,804.2477,324,1.6114,24342,24342,3.88166,10.74573,12.5,true,true,true,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,35,0,1084,4197.4,0.8281,61796,2.1934,1.4374,0.000000,-1.000000,0.000000,1.4343,2.0000,16,0.10331633,441,289,0.402861,0.018884,3136,0,0,2.7683,2.0104,0.85966,0.31053,0.42760,896,3.4641,0.007812,8,8416,5892
torus,overhead,17157.2847,804.2477,90,1.7905,24342,24342,4.21304,10.74573,12.5,true,true,true,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,35,0,1084,4197.4,0.8281,61796,2.4072,1.6114,0.000000,-1.000000,0.000000,1.4343,4.0000,32,0.11479592,121,81,0.111906,0.005246,784,0,0,2.5506,1.5600,0.85966,0.33704,0.55107,896,3.4641,0.007812,8,8416,5892
torus,overhead,17157.2847,804.2477,25,1.9894,24342,24342,4.32055,10.74573,12.5,true,true,true,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,35,0,1084,4197.4,0.8281,61796,2.8648,1.9894,0.000000,-1.000000,0.000000,1.4343,8.0000,64,0.12755102,36,25,0.031085,0.001457,196,0,0,2.4871,1.2872,0.85966,0.34564,0.66785,896,3.4641,0.007812,8,8416,5892
torus,overhead,17157.2847,804.2477,9,2.8648,24342,24342,5.42056,10.74573,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,35,0,1084,4197.4,0.8281,61796,3.8197,2.8648,0.000000,-1.000000,0.000000,1.4343,16.0000,128,0.18367347,12,9,0.011191,0.000525,49,0,0,1.9824,1.1083,0.85966,0.43365,0.77565,896,3.4641,0.007812,8,8416,5892
torus,overhead,33.5103,12.5664,2,40.7437,221,221,3.21629,15.08089,12.5,false,true,true,buried_control,3,0.049087,2.0000,0.125000,0.0000,0.062500,1,0,31,4197.4,0.6012,61796,81.4873,20.3718,0.000000,-1.000000,0.000000,1.0414,16.0000,128,0.04081633,4,1,0.159155,0.059683,49,0,0,4.6889,2.2651,1.20647,0.25730,0.53264,896,3.4641,0.007812,8,8416,8444
torus,low_45,33.5103,12.5664,16,5.0930,463,463,1.91178,19.63594,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,2,0,137,4197.4,0.5834,52944,13.3690,2.8648,0.707107,-0.707107,0.000000,1.0104,2.0000,16,0.00510204,42,9,1.273240,0.477465,3136,0,0,10.2711,6.9055,1.57088,0.15294,0.22748,896,3.4641,0.007812,8,8416,8440
torus,low_45,33.5103,12.5664,6,7.6394,463,463,2.01589,19.63594,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,2,0,137,4197.4,0.5834,52944,20.3718,5.0930,0.707107,-0.707107,0.000000,1.0104,4.0000,32,0.00765306,16,4,0.477465,0.179049,784,0,0,9.7406,4.9246,1.57088,0.16127,0.31898,896,3.4641,0.007812,8,8416,8440
torus,low_45,33.5103,12.5664,4,20.3718,463,463,3.93266,19.63594,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,2,0,137,4197.4,0.5834,52944,20.3718,20.3718,0.707107,-0.707107,0.000000,1.0104,8.0000,64,0.02040816,4,4,0.318310,0.119366,196,0,0,4.9930,5.0048,1.57088,0.31461,0.31387,896,3.4641,0.007812,8,8416,8440
torus,low_45,33.5103,12.5664,2,40.7437,463,463,4.72154,19.63594,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,2,0,137,4197.4,0.5834,52944,40.7437,40.7437,0.707107,-0.707107,0.000000,1.0104,16.0000,128,0.04081633,2,2,0.159155,0.059683,49,0,0,4.1588,4.1882,1.57088,0.37772,0.37507,896,3.4641,0.007812,8,8416,8440
torus,low_45,2144.6606,201.0619,100,1.9894,7125,7125,5.00892,19.42769,12.5,true,true,true,dig,1,50.265482,8.0000,0.500000,0.0000,0.062500,156,0,851,4197.4,0.9048,52944,3.1035,1.6114,0.707107,-0.707107,0.000000,1.5672,2.0000,16,0.03188776,156,81,0.497359,0.046627,3136,0,0,3.8786,2.6864,1.55422,0.40071,0.57855,896,3.4641,0.007812,8,8416,8420
torus,low_45,2144.6606,201.0619,30,2.3873,7125,7125,6.56306,19.42769,12.5,true,true,true,dig,1,12.566371,8.0000,0.500000,0.0000,0.062500,156,0,851,4197.4,0.9048,52944,3.3423,1.9894,0.707107,-0.707107,0.000000,1.5672,4.0000,32,0.03826531,42,25,0.149208,0.013988,784,0,0,2.9602,2.4574,1.55422,0.52504,0.63248,896,3.4641,0.007812,8,8416,8420
torus,low_45,2144.6606,201.0619,12,3.8197,7125,7125,10.79685,19.42769,12.5,false,true,false,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,156,0,851,4197.4,0.9048,52944,5.0930,2.8648,0.707107,-0.707107,0.000000,1.5672,8.0000,64,0.06122449,16,9,0.059683,0.005595,196,0,0,1.7994,1.7838,1.55422,0.86375,0.87128,896,3.4641,0.007812,8,8416,8420
torus,low_45,2144.6606,201.0619,6,7.6394,7125,7125,14.22764,19.42769,12.5,false,true,false,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,156,0,851,4197.4,0.9048,52944,7.6394,5.0930,0.707107,-0.707107,0.000000,1.5672,16.0000,128,0.12244898,6,4,0.029842,0.002798,49,0,0,1.3655,1.3656,1.55422,1.13821,1.13813,896,3.4641,0.007812,8,8416,8420
torus,low_45,17157.2847,804.2477,324,1.6114,18094,18094,9.33959,13.91150,12.5,true,true,false,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,0,0,13,4197.4,0.1969,52944,2.0889,1.4374,0.707107,-0.707107,0.000000,0.3411,2.0000,16,0.10331633,420,289,0.402861,0.018884,3136,0,0,1.4895,1.1781,1.11292,0.74717,0.94466,896,3.4641,0.007812,8,8416,6016
torus,low_45,17157.2847,804.2477,90,1.7905,18094,18094,11.18649,13.91150,12.5,true,true,false,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,0,0,13,4197.4,0.1969,52944,2.1884,1.6114,0.707107,-0.707107,0.000000,0.3411,4.0000,32,0.11479592,110,81,0.111906,0.005246,784,0,0,1.2436,0.9412,1.11292,0.89492,1.18244,896,3.4641,0.007812,8,8416,6016
torus,low_45,17157.2847,804.2477,30,2.3873,18094,18094,14.91489,13.91150,12.5,true,true,false,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,0,0,13,4197.4,0.1969,52944,2.8648,1.9894,0.707107,-0.707107,0.000000,0.3411,8.0000,64,0.15306122,36,25,0.037302,0.001749,196,0,0,0.9327,1.0847,1.11292,1.19319,1.02598,896,3.4641,0.007812,8,8416,6016
torus,low_45,17157.2847,804.2477,9,2.8648,18094,18094,12.69175,13.91150,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,0,0,13,4197.4,0.1969,52944,3.8197,2.8648,0.707107,-0.707107,0.000000,0.3411,16.0000,128,0.18367347,12,9,0.011191,0.000525,49,0,0,1.0961,1.0868,1.11292,1.01534,1.02408,896,3.4641,0.007812,8,8416,6016
torus,oblique,33.5103,12.5664,16,5.0930,252,252,2.08076,21.95209,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,0,0,18,4197.4,0.3745,52607,11.4592,2.8648,0.597022,-0.696526,0.398015,0.6487,2.0000,16,0.00510204,36,9,1.273240,0.477465,3136,0,0,10.5500,7.2044,1.75617,0.16646,0.24376,896,3.4641,0.007812,8,8416,8436
torus,oblique,33.5103,12.5664,9,11.4592,252,252,2.84865,21.95209,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,0,0,18,4197.4,0.3745,52607,11.4592,5.0930,0.597022,-0.696526,0.398015,0.6487,4.0000,32,0.01147959,9,4,0.716197,0.268574,784,0,0,7.7061,7.7940,1.75617,0.22789,0.22532,896,3.4641,0.007812,8,8416,8436
torus,oblique,33.5103,12.5664,4,20.3718,252,252,4.49129,21.95209,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,0,0,18,4197.4,0.3745,52607,20.3718,5.0930,0.597022,-0.696526,0.398015,0.6487,8.0000,64,0.02040816,4,1,0.318310,0.119366,196,0,0,4.8877,4.9163,1.75617,0.35930,0.35721,896,3.4641,0.007812,8,8416,8436
torus,oblique,33.5103,12.5664,2,40.7437,252,252,5.72668,21.95209,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,0,0,18,4197.4,0.3745,52607,40.7437,20.3718,0.597022,-0.696526,0.398015,0.6487,16.0000,128,0.04081633,2,1,0.159155,0.059683,49,0,0,3.8333,3.8447,1.75617,0.45813,0.45677,896,3.4641,0.007812,8,8416,8436
torus,oblique,2144.6606,201.0619,100,1.9894,7730,7730,5.69780,21.31795,12.5,true,true,true,dig,1,50.265482,8.0000,0.500000,0.0000,0.062500,85,0,1034,4197.4,0.8265,52607,2.8648,1.6114,0.597022,-0.696526,0.398015,1.4315,2.0000,16,0.03188776,144,81,0.497359,0.046627,3136,0,0,3.7414,2.7152,1.70544,0.45582,0.62812,896,3.4641,0.007812,8,8416,8376
torus,oblique,2144.6606,201.0619,25,1.9894,7730,7730,5.70330,21.31795,12.5,true,true,true,dig,1,12.566371,8.0000,0.500000,0.0000,0.062500,85,0,1034,4197.4,0.8265,52607,3.8993,1.9894,0.597022,-0.696526,0.398015,1.4315,4.0000,32,0.03188776,49,25,0.124340,0.011657,784,0,0,3.7378,1.9960,1.70544,0.45626,0.85443,896,3.4641,0.007812,8,8416,8376
torus,oblique,2144.6606,201.0619,9,2.8648,7730,7730,8.27133,21.31795,12.5,true,true,true,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,85,0,1034,4197.4,0.8265,52607,5.0930,2.8648,0.597022,-0.696526,0.398015,1.4315,8.0000,64,0.04591837,16,9,0.044762,0.004196,196,0,0,2.5773,1.7213,1.70544,0.66171,0.99081,896,3.4641,0.007812,8,8416,8376
torus,oblique,2144.6606,201.0619,4,5.0930,7730,7730,9.73834,21.31795,12.5,false,true,true,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,85,0,1034,4197.4,0.8265,52607,7.6394,5.0930,0.597022,-0.696526,0.398015,1.4315,16.0000,128,0.08163265,6,4,0.019894,0.001865,49,0,0,2.1891,1.4091,1.70544,0.77907,1.21033,896,3.4641,0.007812,8,8416,8376
torus,oblique,17157.2847,804.2477,324,1.6114,23317,23317,10.74110,15.74553,12.5,true,true,false,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,91,0,1333,4197.4,0.7793,52607,1.9894,1.4374,0.597022,-0.696526,0.398015,1.3498,2.0000,16,0.10331633,400,289,0.402861,0.018884,3136,0,0,1.4659,1.2360,1.25964,0.85929,1.01917,896,3.4641,0.007812,8,8416,6100
torus,oblique,17157.2847,804.2477,81,1.6114,23317,23317,10.72297,15.74553,12.5,true,true,false,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,91,0,1333,4197.4,0.7793,52607,2.4072,1.6114,0.597022,-0.696526,0.398015,1.3498,4.0000,32,0.10331633,121,81,0.100715,0.004721,784,0,0,1.4684,1.1000,1.25964,0.85784,1.14509,896,3.4641,0.007812,8,8416,6100
torus,oblique,17157.2847,804.2477,25,1.9894,23317,23317,12.60750,15.74553,12.5,true,true,false,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,91,0,1333,4197.4,0.7793,52607,2.8648,1.9894,0.597022,-0.696526,0.398015,1.3498,8.0000,64,0.12755102,36,25,0.031085,0.001457,196,0,0,1.2489,1.1055,1.25964,1.00860,1.13948,896,3.4641,0.007812,8,8416,6100
torus,oblique,17157.2847,804.2477,9,2.8648,23317,23317,14.54189,15.74553,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,91,0,1333,4197.4,0.7793,52607,3.8197,2.8648,0.597022,-0.696526,0.398015,1.3498,16.0000,128,0.18367347,12,9,0.011191,0.000525,49,0,0,1.0828,1.0753,1.25964,1.16335,1.17143,896,3.4641,0.007812,8,8416,6100
torus,grazing,33.5103,12.5664,16,5.0930,1194,1194,3.19452,20.50206,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,23,0,482,4197.4,0.7992,36044,11.4592,2.8648,0.838444,-0.209611,0.503066,1.3842,2.0000,16,0.00510204,36,9,1.273240,0.477465,3136,0,0,6.4179,4.1101,1.64017,0.25556,0.39905,896,3.4641,0.007812,8,8416,8428
torus,grazing,33.5103,12.5664,4,5.0930,1194,1194,3.09065,20.50206,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,23,0,482,4197.4,0.7992,36044,20.3718,5.0930,0.838444,-0.209611,0.503066,1.3842,4.0000,32,0.00510204,16,4,0.318310,0.119366,784,0,0,6.6336,2.6404,1.64017,0.24725,0.62119,896,3.4641,0.007812,8,8416,8428
torus,grazing,33.5103,12.5664,4,20.3718,1194,1194,7.71007,20.50206,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,23,0,482,4197.4,0.7992,36044,20.3718,20.3718,0.838444,-0.209611,0.503066,1.3842,8.0000,64,0.02040816,4,4,0.318310,0.119366,196,0,0,2.6591,2.6415,1.64017,0.61681,0.62093,896,3.4641,0.007812,8,8416,8428
torus,grazing,33.5103,12.5664,1,20.3718,1194,1194,7.70458,20.50206,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,23,0,482,4197.4,0.7992,36044,20.3718,20.3718,0.838444,-0.209611,0.503066,1.3842,16.0000,128,0.02040816,1,1,0.079577,0.029842,49,0,0,2.6610,2.6413,1.64017,0.61637,0.62097,896,3.4641,0.007812,8,8416,8428
torus,grazing,2144.6606,201.0619,100,1.9894,9546,9546,9.56271,20.37795,12.5,true,true,true,dig,1,50.265482,8.0000,0.500000,0.0000,0.062500,205,0,1576,4197.4,1.0127,36044,2.8648,1.6114,0.838444,-0.209611,0.503066,1.7540,2.0000,16,0.03188776,144,81,0.497359,0.046627,3136,0,0,2.1310,1.6928,1.63024,0.76502,0.96306,896,3.4641,0.007812,8,8416,8296
torus,grazing,2144.6606,201.0619,36,2.8648,9546,9546,12.02311,20.37795,12.5,true,true,false,dig,1,12.566371,8.0000,0.500000,0.0000,0.062500,205,0,1576,4197.4,1.0127,36044,2.8648,1.9894,0.838444,-0.209611,0.503066,1.7540,4.0000,32,0.04591837,36,25,0.179049,0.016786,784,0,0,1.6949,1.6849,1.63024,0.96185,0.96757,896,3.4641,0.007812,8,8416,8296
torus,grazing,2144.6606,201.0619,16,5.0930,9546,9546,15.23077,20.37795,12.5,false,true,false,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,205,0,1576,4197.4,1.0127,36044,5.0930,2.8648,0.838444,-0.209611,0.503066,1.7540,8.0000,64,0.08163265,16,9,0.079577,0.007460,196,0,0,1.3379,1.3226,1.63024,1.21846,1.23264,896,3.4641,0.007812,8,8416,8296
torus,grazing,2144.6606,201.0619,9,11.4592,9546,9546,19.07006,20.37795,12.5,false,true,false,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,205,0,1576,4197.4,1.0127,36044,11.4592,5.0930,0.838444,-0.209611,0.503066,1.7540,16.0000,128,0.18367347,9,4,0.044762,0.004196,49,0,0,1.0686,1.0739,1.63024,1.52560,1.51801,896,3.4641,0.007812,8,8416,8296
torus,grazing,17157.2847,804.2477,324,1.6114,18950,18950,12.32899,15.74065,12.5,true,true,false,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,0,0,86,4197.4,0.2671,36044,1.9894,1.4374,0.838444,-0.209611,0.503066,0.4626,2.0000,16,0.10331633,400,289,0.402861,0.018884,3136,0,0,1.2767,1.1216,1.25925,0.98632,1.12271,896,3.4641,0.007812,8,8416,6488
torus,grazing,17157.2847,804.2477,100,1.9894,18950,18950,13.97576,15.74065,12.5,true,true,false,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,0,0,86,4197.4,0.2671,36044,1.9894,1.6114,0.838444,-0.209611,0.503066,0.4626,4.0000,32,0.12755102,100,81,0.124340,0.005828,784,0,0,1.1263,1.1314,1.25925,1.11806,1.11304,896,3.4641,0.007812,8,8416,6488
torus,grazing,17157.2847,804.2477,36,2.8648,18950,18950,14.31601,15.74065,12.5,true,true,false,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,0,0,86,4197.4,0.2671,36044,2.8648,1.9894,0.838444,-0.209611,0.503066,0.4626,8.0000,64,0.18367347,36,25,0.044762,0.002098,196,0,0,1.0995,1.0874,1.25925,1.14528,1.15805,896,3.4641,0.007812,8,8416,6488
torus,grazing,17157.2847,804.2477,9,2.8648,18950,18950,14.45601,15.74065,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,0,0,86,4197.4,0.2671,36044,2.8648,2.8648,0.838444,-0.209611,0.503066,0.4626,16.0000,128,0.18367347,9,9,0.011191,0.000525,49,0,0,1.0889,1.0907,1.25925,1.15648,1.15455,896,3.4641,0.007812,8,8416,6488
box_exact,overhead,33.5103,12.5664,16,5.0930,1208,1208,2.49190,8.85921,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,4,0,411,4197.4,0.6027,65424,11.4592,2.8648,0.000000,-1.000000,0.000000,1.0439,2.0000,16,0.00510204,36,9,1.273240,0.477465,3136,0,0,3.5552,3.0143,0.70874,0.19935,0.23512,896,3.4641,0.007812,8,11528,11552
box_exact,overhead,33.5103,12.5664,4,5.0930,1208,1208,2.49690,8.85921,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,4,0,411,4197.4,0.6027,65424,20.3718,5.0930,0.000000,-1.000000,0.000000,1.0439,4.0000,32,0.00510204,16,4,0.318310,0.119366,784,0,0,3.5481,2.5007,0.70874,0.19975,0.28341,896,3.4641,0.007812,8,11528,11552
box_exact,overhead,33.5103,12.5664,4,20.3718,1208,1208,3.54366,8.85921,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,4,0,411,4197.4,0.6027,65424,20.3718,20.3718,0.000000,-1.000000,0.000000,1.0439,8.0000,64,0.02040816,4,4,0.318310,0.119366,196,0,0,2.5000,2.5008,0.70874,0.28349,0.28340,896,3.4641,0.007812,8,11528,11552
box_exact,overhead,33.5103,12.5664,1,20.3718,1208,1208,3.54304,8.85921,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,4,0,411,4197.4,0.6027,65424,20.3718,20.3718,0.000000,-1.000000,0.000000,1.0439,16.0000,128,0.02040816,1,1,0.079577,0.029842,49,0,0,2.5005,2.4968,0.70874,0.28344,0.28386,896,3.4641,0.007812,8,11528,11552
box_exact,overhead,2144.6606,201.0619,100,1.9894,14704,14704,5.15655,9.89360,12.5,true,true,false,dig,1,50.265482,8.0000,0.500000,0.0000,0.062500,26,0,1851,4197.4,0.7041,65424,2.8648,1.6114,0.000000,-1.000000,0.000000,1.2195,2.0000,16,0.03188776,144,81,0.497359,0.046627,3136,0,0,1.9186,1.6503,0.79149,0.41252,0.47959,896,3.4641,0.007812,8,11528,12240
box_exact,overhead,2144.6606,201.0619,36,2.8648,14704,14704,5.98005,9.89360,12.5,true,true,false,dig,1,12.566371,8.0000,0.500000,0.0000,0.062500,26,0,1851,4197.4,0.7041,65424,2.8648,1.9894,0.000000,-1.000000,0.000000,1.2195,4.0000,32,0.04591837,36,25,0.179049,0.016786,784,0,0,1.6544,1.6708,0.79149,0.47840,0.47371,896,3.4641,0.007812,8,11528,12240
