# experiment P-79 (R-079)
# hypothesis: EPIC'S OWN ANSWER TO DEFORMING GEOMETRY WAS TO STOP CACHING. The Fortnite virtual-shadow-map write-up gives exactly one quantitative figure -- a light-loop optimisation from 1.56 ms to 1.08 ms -- and describes invalidation qualitatively: sun movement causes 'quite significant shadow page table changes frame to frame', animated deformation invalidates pages, and directional sun shadows were left uncached. FOR A WORLD WHERE THE GEOMETRY IS BEING DUG AWAY THAT IS THE RELEVANT PRECEDENT AND THE NUMBER IS MISSING FROM THE LITERATURE ENTIRELY. (C1) In game_dig with a cached shadow atlas, one brush stroke invalidates a page count proportional to the brush's PROJECTED area from the light, with a constant under 3 -- not to the brush volume and not to the scene. (C2) Invalidating only the pages the brush's light-space bounding volume touches produces a PIXEL- IDENTICAL shadow to a full re-render, on all eight reference fields. (C3) The saving is worth having: cached-with-invalidation beats uncached by at least 2x in shadow cost under a continuous dig at game_dig's throttled 12.5 strokes per second. SHARE: C3 moves the shadow rendering stage only.
# falsified by: C1 by a constant above 3, or by scene-proportional invalidation. C2 by any pixel difference, which would mean the conservative bound is wrong and localised invalidation is unsound. C3 by under 2x, which vindicates Epic's decision and closes the direction with a number they did not publish. VACUITY CONTROL: the light must be positioned so the brush casts a shadow into the visible frame, asserted by a non-zero changed-pixel count on the full-re-render arm.
# commit 02ffe13 on amd-ryzen-9-5900x-12-core at 2026-08-28T00:52:03Z
field,light_direction,brush_volume_cells,brush_projected_area,pages_invalidated,invalidation_constant,changed_pixels_full,changed_pixels_localised,shadow_ms_cached,shadow_ms_uncached,stroke_rate_hz,c1_holds,c2_holds,c3_holds,arm,arm_index,brush_projected_area_pages,brush_radius_cells,brush_radius_world,buried_clearance_cells,cell_size_world,changed_pixels_outside_dilated_disc,changed_pixels_outside_sound_disc,changed_pixels_outside_tight_disc,cpu_mhz,excess_in_cell_diagonals,frame_covered_texels,invalidation_constant_sound,invalidation_constant_tight,light_dx,light_dy,light_dz,max_change_excess_cells,page_cells,page_texels,pages_fraction,pages_invalidated_sound,pages_invalidated_tight,pages_per_projected_area_cell,pages_per_volume_cell,pages_total,pixel_diff_localised_vs_full,pixel_diff_sound,ratio_per_stroke,ratio_per_stroke_sound,shadow_ms_full_pass,shadow_ms_localised_pass,shadow_ms_sound_pass,shadow_texels,sound_dilate_cells,texel_size_world,texels_per_cell,triangles_base,triangles_dug
box_exact,overhead,2144.6606,201.0619,16,5.0930,14704,14704,8.46433,9.89360,12.5,false,true,false,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,26,0,1851,4197.4,0.7041,65424,5.0930,2.8648,0.000000,-1.000000,0.000000,1.2195,8.0000,64,0.08163265,16,9,0.079577,0.007460,196,0,0,1.1689,1.1672,0.79149,0.67715,0.67810,896,3.4641,0.007812,8,11528,12240
box_exact,overhead,2144.6606,201.0619,9,11.4592,14704,14704,8.61321,9.89360,12.5,false,true,false,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,26,0,1851,4197.4,0.7041,65424,11.4592,5.0930,0.000000,-1.000000,0.000000,1.2195,16.0000,128,0.18367347,9,4,0.044762,0.004196,49,0,0,1.1487,1.1320,0.79149,0.68906,0.69921,896,3.4641,0.007812,8,11528,12240
box_exact,overhead,17157.2847,804.2477,324,1.6114,54784,54784,12.49413,14.10013,12.5,true,true,false,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,38,0,3353,4197.4,0.6955,65424,1.9894,1.4374,0.000000,-1.000000,0.000000,1.2047,2.0000,16,0.10331633,400,289,0.402861,0.018884,3136,0,0,1.1285,1.1521,1.12801,0.99953,0.97912,896,3.4641,0.007812,8,11528,13888
box_exact,overhead,17157.2847,804.2477,100,1.9894,54784,54784,12.20111,14.10013,12.5,true,true,false,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,38,0,3353,4197.4,0.6955,65424,1.9894,1.6114,0.000000,-1.000000,0.000000,1.2047,4.0000,32,0.12755102,100,81,0.124340,0.005828,784,0,0,1.1556,1.1549,1.12801,0.97609,0.97673,896,3.4641,0.007812,8,11528,13888
box_exact,overhead,17157.2847,804.2477,36,2.8648,54784,54784,12.27624,14.10013,12.5,true,true,false,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,38,0,3353,4197.4,0.6955,65424,2.8648,1.9894,0.000000,-1.000000,0.000000,1.2047,8.0000,64,0.18367347,36,25,0.044762,0.002098,196,0,0,1.1486,1.1496,1.12801,0.98210,0.98119,896,3.4641,0.007812,8,11528,13888
box_exact,overhead,17157.2847,804.2477,9,2.8648,54784,54784,12.44286,14.10013,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,38,0,3353,4197.4,0.6955,65424,2.8648,2.8648,0.000000,-1.000000,0.000000,1.2047,16.0000,128,0.18367347,9,9,0.011191,0.000525,49,0,0,1.1332,1.1457,1.12801,0.99543,0.98453,896,3.4641,0.007812,8,11528,13888
box_exact,overhead,33.5103,12.5664,1,20.3718,0,0,3.63654,8.95834,12.5,false,true,true,buried_control,3,0.049087,2.0000,0.125000,15.9375,0.062500,0,0,0,4197.4,-inf,65424,20.3718,20.3718,0.000000,-1.000000,0.000000,-inf,16.0000,128,0.02040816,1,1,0.079577,0.029842,49,0,0,2.4634,2.4622,0.71667,0.29092,0.29106,896,3.4641,0.007812,8,11528,11648
box_exact,low_45,33.5103,12.5664,16,5.0930,1065,1065,2.63103,13.20600,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,0,0,269,4197.4,0.5301,89520,11.4592,2.8648,0.707107,-0.707107,0.000000,0.9182,2.0000,16,0.00510204,36,9,1.273240,0.477465,3136,0,0,5.0193,4.2943,1.05648,0.21048,0.24602,896,3.4641,0.007812,8,11528,11540
box_exact,low_45,33.5103,12.5664,4,5.0930,1065,1065,2.57415,13.20600,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,0,0,269,4197.4,0.5301,89520,20.3718,5.0930,0.707107,-0.707107,0.000000,0.9182,4.0000,32,0.00510204,16,4,0.318310,0.119366,784,0,0,5.1302,3.4890,1.05648,0.20593,0.30280,896,3.4641,0.007812,8,11528,11540
box_exact,low_45,33.5103,12.5664,4,20.3718,1065,1065,3.77891,13.20600,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,0,0,269,4197.4,0.5301,89520,20.3718,20.3718,0.707107,-0.707107,0.000000,0.9182,8.0000,64,0.02040816,4,4,0.318310,0.119366,196,0,0,3.4947,3.5057,1.05648,0.30231,0.30136,896,3.4641,0.007812,8,11528,11540
box_exact,low_45,33.5103,12.5664,1,20.3718,1065,1065,3.77429,13.20600,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,0,0,269,4197.4,0.5301,89520,20.3718,20.3718,0.707107,-0.707107,0.000000,0.9182,16.0000,128,0.02040816,1,1,0.079577,0.029842,49,0,0,3.4989,3.4899,1.05648,0.30194,0.30272,896,3.4641,0.007812,8,11528,11540
box_exact,low_45,2144.6606,201.0619,100,1.9894,11083,11083,5.43630,13.59638,12.5,true,true,true,dig,1,50.265482,8.0000,0.500000,0.0000,0.062500,0,0,390,4197.4,0.5558,89520,2.8648,1.6114,0.707107,-0.707107,0.000000,0.9626,2.0000,16,0.03188776,144,81,0.497359,0.046627,3136,0,0,2.5010,2.1237,1.08771,0.43490,0.51219,896,3.4641,0.007812,8,11528,11736
box_exact,low_45,2144.6606,201.0619,36,2.8648,11083,11083,6.35544,13.59638,12.5,true,true,true,dig,1,12.566371,8.0000,0.500000,0.0000,0.062500,0,0,390,4197.4,0.5558,89520,2.8648,1.9894,0.707107,-0.707107,0.000000,0.9626,4.0000,32,0.04591837,36,25,0.179049,0.016786,784,0,0,2.1393,2.1473,1.08771,0.50843,0.50654,896,3.4641,0.007812,8,11528,11736
box_exact,low_45,2144.6606,201.0619,16,5.0930,11083,11083,9.76385,13.59638,12.5,false,true,false,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,0,0,390,4197.4,0.5558,89520,5.0930,2.8648,0.707107,-0.707107,0.000000,0.9626,8.0000,64,0.08163265,16,9,0.079577,0.007460,196,0,0,1.3925,1.3942,1.08771,0.78111,0.78016,896,3.4641,0.007812,8,11528,11736
box_exact,low_45,2144.6606,201.0619,9,11.4592,11083,11083,12.41800,13.59638,12.5,false,true,false,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,0,0,390,4197.4,0.5558,89520,11.4592,5.0930,0.707107,-0.707107,0.000000,0.9626,16.0000,128,0.18367347,9,4,0.044762,0.004196,49,0,0,1.0949,1.0949,1.08771,0.99344,0.99346,896,3.4641,0.007812,8,11528,11736
box_exact,low_45,17157.2847,804.2477,324,1.6114,40326,40326,13.24713,16.19677,12.5,true,true,false,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,0,0,224,4197.4,0.2506,89520,1.9894,1.4374,0.707107,-0.707107,0.000000,0.4341,2.0000,16,0.10331633,400,289,0.402861,0.018884,3136,0,0,1.2227,1.1445,1.29574,1.05977,1.13219,896,3.4641,0.007812,8,11528,12140
box_exact,low_45,17157.2847,804.2477,100,1.9894,40326,40326,14.10751,16.19677,12.5,true,true,false,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,0,0,224,4197.4,0.2506,89520,1.9894,1.6114,0.707107,-0.707107,0.000000,0.4341,4.0000,32,0.12755102,100,81,0.124340,0.005828,784,0,0,1.1481,1.1450,1.29574,1.12860,1.13169,896,3.4641,0.007812,8,11528,12140
box_exact,low_45,17157.2847,804.2477,36,2.8648,40326,40326,15.01403,16.19677,12.5,true,true,false,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,0,0,224,4197.4,0.2506,89520,2.8648,1.9894,0.707107,-0.707107,0.000000,0.4341,8.0000,64,0.18367347,36,25,0.044762,0.002098,196,0,0,1.0788,1.0791,1.29574,1.20112,1.20075,896,3.4641,0.007812,8,11528,12140
box_exact,low_45,17157.2847,804.2477,9,2.8648,40326,40326,15.02026,16.19677,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,0,0,224,4197.4,0.2506,89520,2.8648,2.8648,0.707107,-0.707107,0.000000,0.4341,16.0000,128,0.18367347,9,9,0.011191,0.000525,49,0,0,1.0783,1.0769,1.29574,1.20162,1.20322,896,3.4641,0.007812,8,11528,12140
box_exact,oblique,33.5103,12.5664,16,5.0930,1204,1204,2.68015,16.87416,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,54,0,426,4197.4,0.8151,105068,11.4592,2.8648,0.597022,-0.696526,0.398015,1.4118,2.0000,16,0.00510204,36,9,1.273240,0.477465,3136,0,0,6.2960,5.1618,1.34993,0.21441,0.26152,896,3.4641,0.007812,8,11528,11544
box_exact,oblique,33.5103,12.5664,4,5.0930,1204,1204,2.61503,16.87416,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,54,0,426,4197.4,0.8151,105068,20.3718,5.0930,0.597022,-0.696526,0.398015,1.4118,4.0000,32,0.00510204,16,4,0.318310,0.119366,784,0,0,6.4528,4.0471,1.34993,0.20920,0.33355,896,3.4641,0.007812,8,11528,11544
box_exact,oblique,33.5103,12.5664,4,20.3718,1204,1204,4.05868,16.87416,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,54,0,426,4197.4,0.8151,105068,20.3718,20.3718,0.597022,-0.696526,0.398015,1.4118,8.0000,64,0.02040816,4,4,0.318310,0.119366,196,0,0,4.1576,4.1405,1.34993,0.32469,0.32603,896,3.4641,0.007812,8,11528,11544
box_exact,oblique,33.5103,12.5664,1,20.3718,1204,1204,4.01829,16.87416,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,54,0,426,4197.4,0.8151,105068,20.3718,20.3718,0.597022,-0.696526,0.398015,1.4118,16.0000,128,0.02040816,1,1,0.079577,0.029842,49,0,0,4.1993,4.1950,1.34993,0.32146,0.32179,896,3.4641,0.007812,8,11528,11544
box_exact,oblique,2144.6606,201.0619,100,1.9894,11647,11647,6.62881,18.31530,12.5,true,true,true,dig,1,50.265482,8.0000,0.500000,0.0000,0.062500,26,0,772,4197.4,0.7455,105068,2.8648,1.6114,0.597022,-0.696526,0.398015,1.2913,2.0000,16,0.03188776,144,81,0.497359,0.046627,3136,0,0,2.7630,2.2551,1.46522,0.53031,0.64975,896,3.4641,0.007812,8,11528,11648
box_exact,oblique,2144.6606,201.0619,36,2.8648,11647,11647,8.10308,18.31530,12.5,true,true,true,dig,1,12.566371,8.0000,0.500000,0.0000,0.062500,26,0,772,4197.4,0.7455,105068,2.8648,1.9894,0.597022,-0.696526,0.398015,1.2913,4.0000,32,0.04591837,36,25,0.179049,0.016786,784,0,0,2.2603,2.2651,1.46522,0.64825,0.64686,896,3.4641,0.007812,8,11528,11648
box_exact,oblique,2144.6606,201.0619,16,5.0930,11647,11647,12.01599,18.31530,12.5,false,true,false,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,26,0,772,4197.4,0.7455,105068,5.0930,2.8648,0.597022,-0.696526,0.398015,1.2913,8.0000,64,0.08163265,16,9,0.079577,0.007460,196,0,0,1.5242,1.5309,1.46522,0.96128,0.95709,896,3.4641,0.007812,8,11528,11648
box_exact,oblique,2144.6606,201.0619,9,11.4592,11647,11647,17.21104,18.31530,12.5,false,true,false,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,26,0,772,4197.4,0.7455,105068,11.4592,5.0930,0.597022,-0.696526,0.398015,1.2913,16.0000,128,0.18367347,9,4,0.044762,0.004196,49,0,0,1.0642,1.0650,1.46522,1.37688,1.37576,896,3.4641,0.007812,8,11528,11648
box_exact,oblique,17157.2847,804.2477,324,1.6114,34964,34964,16.39541,20.34232,12.5,true,true,false,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,0,0,0,4197.4,-0.2997,105068,1.9894,1.4374,0.597022,-0.696526,0.398015,-0.5192,2.0000,16,0.10331633,400,289,0.402861,0.018884,3136,0,0,1.2407,1.1290,1.62739,1.31163,1.44145,896,3.4641,0.007812,8,11528,11636
box_exact,oblique,17157.2847,804.2477,100,1.9894,34964,34964,18.03041,20.34232,12.5,true,true,false,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,0,0,0,4197.4,-0.2997,105068,1.9894,1.6114,0.597022,-0.696526,0.398015,-0.5192,4.0000,32,0.12755102,100,81,0.124340,0.005828,784,0,0,1.1282,1.1293,1.62739,1.44243,1.44101,896,3.4641,0.007812,8,11528,11636
box_exact,oblique,17157.2847,804.2477,36,2.8648,34964,34964,19.33569,20.34232,12.5,true,true,false,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,0,0,0,4197.4,-0.2997,105068,2.8648,1.9894,0.597022,-0.696526,0.398015,-0.5192,8.0000,64,0.18367347,36,25,0.044762,0.002098,196,0,0,1.0521,1.0549,1.62739,1.54685,1.54275,896,3.4641,0.007812,8,11528,11636
box_exact,oblique,17157.2847,804.2477,9,2.8648,34964,34964,19.31930,20.34232,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,0,0,0,4197.4,-0.2997,105068,2.8648,2.8648,0.597022,-0.696526,0.398015,-0.5192,16.0000,128,0.18367347,9,9,0.011191,0.000525,49,0,0,1.0530,1.0524,1.62739,1.54554,1.54636,896,3.4641,0.007812,8,11528,11636
box_exact,grazing,33.5103,12.5664,16,5.0930,1092,1092,2.65128,16.22616,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,3,0,296,4197.4,0.6321,97592,11.4592,2.8648,0.838444,-0.209611,0.503066,1.0949,2.0000,16,0.00510204,36,9,1.273240,0.477465,3136,0,0,6.1201,4.9166,1.29809,0.21210,0.26402,896,3.4641,0.007812,8,11528,11556
box_exact,grazing,33.5103,12.5664,4,5.0930,1092,1092,2.65290,16.22616,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,3,0,296,4197.4,0.6321,97592,20.3718,5.0930,0.838444,-0.209611,0.503066,1.0949,4.0000,32,0.00510204,16,4,0.318310,0.119366,784,0,0,6.1164,3.9306,1.29809,0.21223,0.33025,896,3.4641,0.007812,8,11528,11556
box_exact,grazing,33.5103,12.5664,4,20.3718,1092,1092,4.02317,16.22616,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,3,0,296,4197.4,0.6321,97592,20.3718,20.3718,0.838444,-0.209611,0.503066,1.0949,8.0000,64,0.02040816,4,4,0.318310,0.119366,196,0,0,4.0332,4.0326,1.29809,0.32185,0.32190,896,3.4641,0.007812,8,11528,11556
box_exact,grazing,33.5103,12.5664,1,20.3718,1092,1092,4.01816,16.22616,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,3,0,296,4197.4,0.6321,97592,20.3718,20.3718,0.838444,-0.209611,0.503066,1.0949,16.0000,128,0.02040816,1,1,0.079577,0.029842,49,0,0,4.0382,4.0368,1.29809,0.32145,0.32156,896,3.4641,0.007812,8,11528,11556
box_exact,grazing,2144.6606,201.0619,100,1.9894,13547,13547,7.16119,18.78618,12.5,true,true,true,dig,1,50.265482,8.0000,0.500000,0.0000,0.062500,87,0,1276,4197.4,0.8360,97592,2.8648,1.6114,0.838444,-0.209611,0.503066,1.4480,2.0000,16,0.03188776,144,81,0.497359,0.046627,3136,0,0,2.6233,2.1248,1.50289,0.57290,0.70731,896,3.4641,0.007812,8,11528,12028
box_exact,grazing,2144.6606,201.0619,36,2.8648,13547,13547,8.85896,18.78618,12.5,true,true,true,dig,1,12.566371,8.0000,0.500000,0.0000,0.062500,87,0,1276,4197.4,0.8360,97592,2.8648,1.9894,0.838444,-0.209611,0.503066,1.4480,4.0000,32,0.04591837,36,25,0.179049,0.016786,784,0,0,2.1206,2.0986,1.50289,0.70872,0.71615,896,3.4641,0.007812,8,11528,12028
box_exact,grazing,2144.6606,201.0619,16,5.0930,13547,13547,13.25113,18.78618,12.5,false,true,false,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,87,0,1276,4197.4,0.8360,97592,5.0930,2.8648,0.838444,-0.209611,0.503066,1.4480,8.0000,64,0.08163265,16,9,0.079577,0.007460,196,0,0,1.4177,1.4297,1.50289,1.06009,1.05122,896,3.4641,0.007812,8,11528,12028
box_exact,grazing,2144.6606,201.0619,9,11.4592,13547,13547,17.93443,18.78618,12.5,false,true,false,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,87,0,1276,4197.4,0.8360,97592,11.4592,5.0930,0.838444,-0.209611,0.503066,1.4480,16.0000,128,0.18367347,9,4,0.044762,0.004196,49,0,0,1.0475,1.0615,1.50289,1.43475,1.41578,896,3.4641,0.007812,8,11528,12028
box_exact,grazing,17157.2847,804.2477,324,1.6114,44718,44718,18.32491,21.59896,12.5,true,true,false,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,0,0,414,4197.4,0.4974,97592,1.9894,1.4374,0.838444,-0.209611,0.503066,0.8616,2.0000,16,0.10331633,400,289,0.402861,0.018884,3136,0,0,1.1787,1.0923,1.72792,1.46599,1.58183,896,3.4641,0.007812,8,11528,12116
box_exact,grazing,17157.2847,804.2477,100,1.9894,44718,44718,19.81219,21.59896,12.5,true,true,false,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,0,0,414,4197.4,0.4974,97592,1.9894,1.6114,0.838444,-0.209611,0.503066,0.8616,4.0000,32,0.12755102,100,81,0.124340,0.005828,784,0,0,1.0902,1.0909,1.72792,1.58498,1.58398,896,3.4641,0.007812,8,11528,12116
box_exact,grazing,17157.2847,804.2477,36,2.8648,44718,44718,20.49670,21.59896,12.5,true,true,false,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,0,0,414,4197.4,0.4974,97592,2.8648,1.9894,0.838444,-0.209611,0.503066,0.8616,8.0000,64,0.18367347,36,25,0.044762,0.002098,196,0,0,1.0538,1.0539,1.72792,1.63974,1.63953,896,3.4641,0.007812,8,11528,12116
box_exact,grazing,17157.2847,804.2477,9,2.8648,44718,44718,20.51394,21.59896,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,0,0,414,4197.4,0.4974,97592,2.8648,2.8648,0.838444,-0.209611,0.503066,0.8616,16.0000,128,0.18367347,9,9,0.011191,0.000525,49,0,0,1.0529,1.0553,1.72792,1.64112,1.63741,896,3.4641,0.007812,8,11528,12116
csg_difference,overhead,33.5103,12.5664,16,5.0930,1208,1208,2.75254,10.99836,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,4,0,411,4197.4,0.6027,65424,11.4592,2.8648,0.000000,-1.000000,0.000000,1.0439,2.0000,16,0.00510204,36,9,1.273240,0.477465,3136,0,0,3.9957,3.3811,0.87987,0.22020,0.26023,896,3.4641,0.007812,8,12020,12044
csg_difference,overhead,33.5103,12.5664,4,5.0930,1208,1208,2.73765,10.99836,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,4,0,411,4197.4,0.6027,65424,20.3718,5.0930,0.000000,-1.000000,0.000000,1.0439,4.0000,32,0.00510204,16,4,0.318310,0.119366,784,0,0,4.0174,2.6841,0.87987,0.21901,0.32781,896,3.4641,0.007812,8,12020,12044
csg_difference,overhead,33.5103,12.5664,4,20.3718,1208,1208,3.97829,10.99836,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,4,0,411,4197.4,0.6027,65424,20.3718,20.3718,0.000000,-1.000000,0.000000,1.0439,8.0000,64,0.02040816,4,4,0.318310,0.119366,196,0,0,2.7646,2.7730,0.87987,0.31826,0.31729,896,3.4641,0.007812,8,12020,12044
csg_difference,overhead,33.5103,12.5664,1,20.3718,1208,1208,3.92329,10.99836,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,4,0,411,4197.4,0.6027,65424,20.3718,20.3718,0.000000,-1.000000,0.000000,1.0439,16.0000,128,0.02040816,1,1,0.079577,0.029842,49,0,0,2.8034,2.7854,0.87987,0.31386,0.31588,896,3.4641,0.007812,8,12020,12044
csg_difference,overhead,2144.6606,201.0619,100,1.9894,11318,11318,5.77081,11.37810,12.5,true,true,false,dig,1,50.265482,8.0000,0.500000,0.0000,0.062500,20,0,1317,4197.4,0.7041,65424,2.8648,1.6114,0.000000,-1.000000,0.000000,1.2195,2.0000,16,0.03188776,144,81,0.497359,0.046627,3136,0,0,1.9717,1.6481,0.91025,0.46166,0.55229,896,3.4641,0.007812,8,12020,12240
csg_difference,overhead,2144.6606,201.0619,36,2.8648,11318,11318,6.91944,11.37810,12.5,true,true,false,dig,1,12.566371,8.0000,0.500000,0.0000,0.062500,20,0,1317,4197.4,0.7041,65424,2.8648,1.9894,0.000000,-1.000000,0.000000,1.2195,4.0000,32,0.04591837,36,25,0.179049,0.016786,784,0,0,1.6444,1.6552,0.91025,0.55355,0.54995,896,3.4641,0.007812,8,12020,12240
csg_difference,overhead,2144.6606,201.0619,16,5.0930,11318,11318,10.12973,11.37810,12.5,false,true,false,dig,1,3.141593,8.0000,0.500000,0.0000,0.062500,20,0,1317,4197.4,0.7041,65424,5.0930,2.8648,0.000000,-1.000000,0.000000,1.2195,8.0000,64,0.08163265,16,9,0.079577,0.007460,196,0,0,1.1232,1.1232,0.91025,0.81038,0.81038,896,3.4641,0.007812,8,12020,12240
csg_difference,overhead,2144.6606,201.0619,9,11.4592,11318,11318,10.26584,11.37810,12.5,false,true,false,dig,1,0.785398,8.0000,0.500000,0.0000,0.062500,20,0,1317,4197.4,0.7041,65424,11.4592,5.0930,0.000000,-1.000000,0.000000,1.2195,16.0000,128,0.18367347,9,4,0.044762,0.004196,49,0,0,1.1083,1.0720,0.91025,0.82127,0.84908,896,3.4641,0.007812,8,12020,12240
csg_difference,overhead,17157.2847,804.2477,324,1.6114,43312,43312,11.61361,12.93986,12.5,true,true,false,dig,2,201.061930,16.0000,1.000000,0.0000,0.062500,30,0,2515,4197.4,0.6955,65424,1.9894,1.4374,0.000000,-1.000000,0.000000,1.2047,2.0000,16,0.10331633,400,289,0.402861,0.018884,3136,0,0,1.1142,1.1117,1.03519,0.92909,0.93116,896,3.4641,0.007812,8,12020,12716
csg_difference,overhead,17157.2847,804.2477,100,1.9894,43312,43312,11.63549,12.93986,12.5,true,true,false,dig,2,50.265482,16.0000,1.000000,0.0000,0.062500,30,0,2515,4197.4,0.6955,65424,1.9894,1.6114,0.000000,-1.000000,0.000000,1.2047,4.0000,32,0.12755102,100,81,0.124340,0.005828,784,0,0,1.1121,1.1130,1.03519,0.93084,0.93007,896,3.4641,0.007812,8,12020,12716
csg_difference,overhead,17157.2847,804.2477,36,2.8648,43312,43312,11.69773,12.93986,12.5,true,true,false,dig,2,12.566371,16.0000,1.000000,0.0000,0.062500,30,0,2515,4197.4,0.6955,65424,2.8648,1.9894,0.000000,-1.000000,0.000000,1.2047,8.0000,64,0.18367347,36,25,0.044762,0.002098,196,0,0,1.1062,1.1059,1.03519,0.93582,0.93603,896,3.4641,0.007812,8,12020,12716
csg_difference,overhead,17157.2847,804.2477,9,2.8648,43312,43312,11.68249,12.93986,12.5,true,true,false,dig,2,3.141593,16.0000,1.000000,0.0000,0.062500,30,0,2515,4197.4,0.6955,65424,2.8648,2.8648,0.000000,-1.000000,0.000000,1.2047,16.0000,128,0.18367347,9,9,0.011191,0.000525,49,0,0,1.1076,1.1046,1.03519,0.93460,0.93715,896,3.4641,0.007812,8,12020,12716
csg_difference,overhead,33.5103,12.5664,1,20.3718,0,0,4.51191,11.21860,12.5,false,true,true,buried_control,3,0.049087,2.0000,0.125000,9.2500,0.062500,0,0,0,4197.4,-inf,65424,20.3718,20.3718,0.000000,-1.000000,0.000000,-inf,16.0000,128,0.02040816,1,1,0.079577,0.029842,49,0,0,2.4864,2.6930,0.89749,0.36095,0.33327,896,3.4641,0.007812,8,12020,12156
csg_difference,low_45,33.5103,12.5664,16,5.0930,1065,1065,2.75340,15.66240,12.5,false,true,true,dig,0,3.141593,2.0000,0.125000,0.0000,0.062500,0,0,269,4197.4,0.5301,78128,11.4592,2.8648,0.707107,-0.707107,0.000000,0.9182,2.0000,16,0.00510204,36,9,1.273240,0.477465,3136,0,0,5.6884,4.4905,1.25299,0.22027,0.27903,896,3.4641,0.007812,8,12020,12032
csg_difference,low_45,33.5103,12.5664,4,5.0930,1065,1065,2.71053,15.66240,12.5,false,true,true,dig,0,0.785398,2.0000,0.125000,0.0000,0.062500,0,0,269,4197.4,0.5301,78128,20.3718,5.0930,0.707107,-0.707107,0.000000,0.9182,4.0000,32,0.00510204,16,4,0.318310,0.119366,784,0,0,5.7784,3.3271,1.25299,0.21684,0.37660,896,3.4641,0.007812,8,12020,12032
csg_difference,low_45,33.5103,12.5664,4,20.3718,1065,1065,4.54004,15.66240,12.5,false,true,true,dig,0,0.196350,2.0000,0.125000,0.0000,0.062500,0,0,269,4197.4,0.5301,78128,20.3718,20.3718,0.707107,-0.707107,0.000000,0.9182,8.0000,64,0.02040816,4,4,0.318310,0.119366,196,0,0,3.4498,3.5443,1.25299,0.36320,0.35352,896,3.4641,0.007812,8,12020,12032
csg_difference,low_45,33.5103,12.5664,1,20.3718,1065,1065,4.38630,15.66240,12.5,false,true,true,dig,0,0.049087,2.0000,0.125000,0.0000,0.062500,0,0,269,4197.4,0.5301,78128,20.3718,20.3718,0.707107,-0.707107,0.000000,0.9182,16.0000,128,0.02040816,1,1,0.079577,0.029842,49,0,0,3.5708,3.5572,1.25299,0.35090,0.35224,896,3.4641,0.007812,8,12020,12032
