# experiment P-13 (R-006)
# hypothesis: M-66's non-convergent angle is bounded below by the dihedral angle of the feature, so it is a property of sharp edges rather than of resolution and is predictable from the field.
# falsified by: The angle failing to track the dihedral prediction, which makes it a defect with a location rather than a property.
# commit ddee724 (WORKING TREE DIRTY) on amd-ryzen-9-5900x-12-core at 2026-08-16T06:27:38Z
dihedral_deg,samples,measured_angle_deg,predicted_angle_deg,apex,cell_size,extractor,inverted_offsurface_cells,inverted_vertices,mean_angle_deg,median_angle_deg,p99_angle_deg,rotation_deg,triangles,vertices_counted
90.0,129,90.0000,45.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,126,6.7890,0.0281,71.5651,17,61722,30240
90.0,17,45.0000,45.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,12.1717,0.0000,45.0000,37,704,300
90.0,17,45.0000,45.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,4.1745,0.0932,45.0000,37,630,266
90.0,33,45.0000,45.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,9.0198,0.0000,45.0000,37,2880,1364
90.0,33,45.0563,45.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,6.0562,0.0843,45.0563,37,2728,1290
90.0,65,45.0000,45.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,7.4929,0.0000,45.0000,37,11520,5607
90.0,65,45.0563,45.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,3.7244,0.0563,45.0563,37,11214,5456
90.0,129,90.0000,45.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,127,8.2677,0.0000,45.0000,37,46336,22860
90.0,129,89.9437,45.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,0,5.6099,0.0538,71.5651,37,45720,22554
90.0,17,45.0000,45.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,7.5308,0.0000,45.0000,37,704,315
90.0,17,90.0000,45.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,10.8016,0.1066,90.0000,37,630,280
90.0,33,90.0000,45.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,31,7.2461,0.0000,90.0000,37,2816,1333
90.0,33,90.0000,45.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,30,9.2484,0.0563,90.0000,37,2666,1260
90.0,65,90.0000,45.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,0,7.4658,0.0000,90.0000,37,11520,5607
90.0,65,90.0000,45.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,62,5.4818,0.0563,90.0000,37,11214,5456
90.0,129,90.0000,45.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,381,10.9866,0.0000,90.0000,37,46336,22860
90.0,129,125.3040,45.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,252,6.7776,0.0175,90.0000,37,45720,22554
120.0,17,75.0000,30.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,15.6522,0.0000,75.0000,0,768,345
120.0,17,15.0000,30.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,0.7192,0.0311,15.0000,0,690,308
120.0,33,75.0000,30.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,14.0426,0.0000,75.0000,0,3200,1457
120.0,33,17.2487,30.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,1.5550,0.0235,17.2487,0,3038,1380
120.0,65,75.0000,30.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,8.0412,0.0000,75.0000,0,12800,6111
120.0,65,60.1699,30.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,7.2221,0.0030,60.1699,0,12474,5952
120.0,129,75.0000,30.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,0,5.4271,0.0000,75.0000,0,51200,25273
120.0,129,93.4349,30.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,252,7.3610,0.0000,93.4349,0,50546,24948
120.0,17,60.0000,30.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,9.0346,0.0000,60.0000,0,800,345
120.0,17,30.0000,30.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,4.5256,0.0865,30.0000,0,720,308
120.0,33,93.4349,30.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,31,9.0166,0.0000,93.4349,0,3200,1488
120.0,33,28.8021,30.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,0.6708,0.0124,28.8021,0,3038,1410
120.0,65,93.4349,30.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,63,6.4929,0.0000,93.4349,0,12928,6237
120.0,65,93.4349,30.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,62,4.4834,0.0177,93.4349,0,12600,6076
120.0,129,75.0000,30.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,0,3.9864,0.0000,75.0000,0,51712,25400
120.0,129,60.0000,30.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,0,3.2428,0.0000,60.0000,0,51054,25074
120.0,17,56.5651,30.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,6.5768,0.0000,56.5651,17,800,345
120.0,17,59.9688,30.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,7.9937,0.0587,59.9688,17,720,308
120.0,33,56.5651,30.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,4.5940,0.0000,56.5651,17,3328,1550
120.0,33,60.0000,30.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,8.7410,0.0335,60.0000,17,3162,1470
120.0,65,75.0000,30.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,8.7473,0.0000,75.0000,17,13440,6489
120.0,65,60.3670,30.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,6.7458,0.0560,60.0191,17,13104,6324
120.0,129,93.4349,30.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,127,10.2648,0.0000,75.0000,17,53760,26416
120.0,129,61.0104,30.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,0,6.6367,0.1056,60.0138,17,53086,26082
120.0,17,75.0000,30.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,13.6151,0.0000,75.0000,17,864,360
120.0,17,60.0303,30.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,6.8758,0.0879,60.0303,17,780,322
120.0,33,75.0000,30.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,0,9.5751,0.0000,75.0000,17,3456,1581
120.0,33,61.7029,30.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,4.4193,0.0516,61.7029,17,3286,1500
120.0,65,75.0000,30.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,0,9.0554,0.0000,75.0000,17,13568,6552
120.0,65,93.4349,30.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,62,4.5828,0.0543,61.7029,17,13230,6386
120.0,129,93.4349,30.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,127,10.1939,0.0000,60.0000,17,54272,26543
120.0,129,75.1213,30.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,0,4.8605,0.0484,74.9509,17,53594,26208
120.0,17,60.0000,30.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,13.9038,0.0000,60.0000,37,832,360
120.0,17,60.3025,30.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,5.1022,0.1085,60.3025,37,750,322
120.0,33,60.0000,30.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,12.6738,0.0000,60.0000,37,3328,1550
120.0,33,60.0469,30.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,6.2730,0.0961,60.0469,37,3162,1470
120.0,65,75.0000,30.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,9.7515,0.0000,60.0000,37,13312,6426
120.0,65,60.0027,30.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,6.2882,0.1030,60.0000,37,12978,6262
120.0,129,75.0000,30.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,0,10.9102,0.0000,75.0000,37,53248,26289
120.0,129,60.0469,30.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,0,3.9185,0.0755,60.0000,37,52578,25956
120.0,17,60.0000,30.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,6.5002,0.0000,60.0000,37,800,360
120.0,17,60.0000,30.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,9.0792,0.0001,60.0000,37,720,322
120.0,33,93.4349,30.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,31,5.5888,0.0000,93.4349,37,3264,1550
120.0,33,60.0000,30.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,6.0725,0.0020,60.0000,37,3100,1470
120.0,65,93.4349,30.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,63,9.3236,0.0000,60.0000,37,13184,6426
120.0,65,75.0909,30.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,0,7.7407,0.0961,60.3146,37,12852,6262
120.0,129,93.4349,30.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,254,10.4213,0.0000,75.0000,37,53248,26162
120.0,129,60.3146,30.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,0,3.1766,0.0449,59.9749,37,52578,25830
150.0,17,48.4349,15.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,6.5806,0.0000,48.4349,0,640,255
150.0,17,14.9329,15.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,2.2779,0.0828,14.9329,0,570,224
150.0,33,78.4349,15.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,8.7780,0.0000,78.4349,0,2560,1209
150.0,33,15.0000,15.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,2.2693,0.1467,15.0000,0,2418,1140
150.0,65,78.4349,15.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,7.0786,0.0000,78.4349,0,10240,4977
150.0,65,90.9638,15.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,124,3.5437,0.1161,90.9638,0,9954,4836
150.0,129,78.4349,15.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,0,5.6822,0.0000,78.4349,0,41472,20193
150.0,129,91.2118,15.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,252,4.3121,0.1908,91.2118,0,40894,19908
150.0,17,90.9638,15.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,15,9.5246,0.0000,90.9638,0,640,285
150.0,17,78.5966,15.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,10.5759,0.3373,78.5966,0,570,252
150.0,33,78.4349,15.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,0,12.0112,0.0000,78.4349,0,2560,1209
150.0,33,91.2622,15.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,30,7.7269,0.4894,91.2622,0,2418,1140
150.0,65,78.4349,15.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,0,6.1862,0.0000,78.4349,0,10368,4977
150.0,65,91.2622,15.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,124,7.7403,0.1968,91.2622,0,10080,4836
150.0,129,90.9638,15.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,127,6.8618,0.0000,78.4349,0,41472,20447
150.0,129,91.2773,15.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,126,5.2495,0.1683,78.4349,0,40894,20160
150.0,17,78.4349,15.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,11.6408,0.0000,78.4349,17,672,300
150.0,17,0.4970,15.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,0.0845,0.0194,0.4970,17,600,266
150.0,33,78.4349,15.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,11.2200,0.0000,78.4349,17,2688,1271
150.0,33,15.7341,15.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,2.1701,0.1318,15.7341,17,2542,1200
150.0,65,78.4349,15.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,8.2844,0.0000,78.4349,17,10880,5292
150.0,65,78.4349,15.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,5.4898,0.1786,78.4349,17,10584,5146
150.0,129,90.9638,15.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,508,10.3043,0.0000,90.9638,17,43520,21463
150.0,129,90.9631,15.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,126,7.2668,0.1766,78.5032,17,42926,21168
150.0,17,90.9638,15.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,15,11.3286,0.0000,90.9638,17,672,300
150.0,17,14.1740,15.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,2.2155,0.0077,14.1740,17,600,266
150.0,33,90.9638,15.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,31,12.1490,0.0000,90.9638,17,2752,1302
150.0,33,15.0000,15.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,1.1444,0.1318,15.0000,17,2604,1230
150.0,65,90.9638,15.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,126,8.7198,0.0000,90.9638,17,10880,5292
150.0,65,90.9638,15.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,62,5.3625,0.0934,90.9638,17,10584,5146
150.0,129,90.9638,15.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,127,8.0363,0.0000,78.4349,17,43520,21463
150.0,129,78.4349,15.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,0,3.6267,0.0186,78.1374,17,42926,21168
150.0,17,90.9638,15.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,45,13.3804,0.0000,90.9638,37,960,390
150.0,17,23.5984,15.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,2.4103,0.2591,23.5984,37,870,350
150.0,33,90.9638,15.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,124,9.5413,0.0000,90.9638,37,3776,1767
150.0,33,78.4349,15.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,6.2790,0.2497,78.4349,37,3596,1680
150.0,65,90.9638,15.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,315,8.5799,0.0000,90.9638,37,14976,7245
150.0,65,90.9538,15.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,62,6.1949,0.1884,78.8206,37,14616,7068
150.0,129,90.9638,15.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,1016,8.9453,0.0000,90.9638,37,60160,29591
150.0,129,90.9638,15.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,252,5.3304,0.1763,78.6344,37,59436,29232
150.0,17,68.1301,15.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,7.3548,0.0000,68.1301,37,960,405
150.0,17,16.6068,15.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,2.4102,0.0330,16.6068,37,870,364
150.0,33,90.9638,15.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,31,8.8675,0.0000,90.9638,37,3776,1767
150.0,33,19.3651,15.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,2.6019,0.0926,19.3651,37,3596,1680
150.0,65,90.9638,15.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,63,9.9762,0.0000,78.4349,37,15104,7245
150.0,65,78.4349,15.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,0,4.3157,0.1822,68.4031,37,14742,7068
150.0,129,90.9638,15.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,254,7.5152,0.0000,78.4349,37,60416,29591
150.0,129,78.6028,15.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,0,4.4826,0.1432,78.4349,37,59690,29232
170.0,17,74.4440,5.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,10.2592,0.0000,74.4440,0,512,225
170.0,17,74.4440,5.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,11.5791,0.2565,74.4440,0,450,196
170.0,33,87.8750,5.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,11.5042,0.0000,87.8750,0,2176,1023
170.0,33,5.0021,5.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,0.7122,0.2188,5.0021,0,2046,960
170.0,65,87.8750,5.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,8.6347,0.0000,87.8750,0,8704,4221
170.0,65,5.2202,5.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,1.0791,0.3957,5.2202,0,8442,4092
170.0,129,91.4237,5.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,254,10.6501,0.0000,91.4237,0,35328,17399
170.0,129,83.8965,5.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,0,4.7631,0.3184,83.8965,0,34798,17136
170.0,17,5.0000,5.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,0.6193,0.0000,5.0000,0,576,255
170.0,17,84.6987,5.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,15.2744,0.8309,84.6987,0,510,224
170.0,33,87.8750,5.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,0,4.3456,0.0000,87.8750,0,2176,1023
170.0,33,5.0035,5.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,0.5524,0.3184,5.0035,0,2046,960
170.0,65,87.8750,5.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,0,10.5641,0.0000,87.8750,0,8960,4347
170.0,65,59.6285,5.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,0,1.7289,0.3957,59.6285,0,8694,4216
170.0,129,87.8750,5.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,0,8.5002,0.0000,87.8750,0,35840,17399
170.0,129,88.2836,5.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,0,4.3378,0.3184,80.9638,0,35306,17136
170.0,17,84.3803,5.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,22.3690,5.0000,84.3803,17,672,285
170.0,17,78.0716,5.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,7.2726,0.7178,78.0716,17,600,252
170.0,33,87.8750,5.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,25.0278,5.0000,87.8750,17,2688,1271
170.0,33,78.0716,5.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,8.8236,1.0988,78.0716,17,2542,1200
170.0,65,87.8750,5.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,18.8252,5.0000,87.8750,17,10624,5166
170.0,65,59.6181,5.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,3.0539,0.4498,59.6181,17,10332,5022
170.0,129,87.8750,5.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,0,14.3370,0.0000,87.8750,17,42752,21082
170.0,129,88.2583,5.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,0,3.4117,0.3946,59.1736,17,42164,20790
170.0,17,5.0000,5.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,2.0821,0.0000,5.0000,17,672,285
170.0,17,5.7324,5.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,1.4169,0.5246,5.7324,17,600,252
170.0,33,80.9638,5.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,0,7.0401,0.0000,80.9638,17,2688,1240
170.0,33,74.3803,5.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,2.9141,0.1734,74.3803,17,2542,1170
170.0,65,87.8750,5.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,0,9.4576,0.0000,87.8750,17,10752,5229
170.0,65,88.3250,5.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,0,5.8251,0.4337,88.3250,17,10458,5084
170.0,129,87.8750,5.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,0,12.7351,0.0000,87.8750,17,43008,21082
170.0,129,91.9076,5.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,252,6.5553,0.3957,91.4185,17,42418,20790
170.0,17,85.0000,5.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,7.7685,0.0000,85.0000,37,832,330
170.0,17,4.3801,5.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,0.6615,0.0757,4.3801,37,750,294
170.0,33,85.0000,5.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,7.4729,0.0000,85.0000,37,3264,1488
170.0,33,66.4908,5.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,2.4756,0.1926,66.4908,37,3100,1410
170.0,65,85.0000,5.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,11.6095,0.0000,85.0000,37,13056,6237
170.0,65,66.4908,5.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,2.2801,0.4346,66.4908,37,12726,6076
170.0,129,91.4237,5.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,127,11.8507,0.0000,87.8750,37,52480,25527
170.0,129,81.1846,5.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,0,4.2532,0.4593,80.6017,37,51816,25200
170.0,17,77.8750,5.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,9.6464,0.0000,77.8750,37,896,360
170.0,17,22.2687,5.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,2.6772,0.0551,22.2687,37,810,322
170.0,33,87.8750,5.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,0,11.6414,0.0000,87.8750,37,3392,1550
170.0,33,6.1407,5.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,1.7391,0.4286,6.1407,37,3224,1470
170.0,65,87.8750,5.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,0,11.7740,0.0000,87.8750,37,13312,6363
170.0,65,91.7585,5.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,62,5.1257,0.3054,81.1989,37,12978,6200
170.0,129,87.8750,5.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,0,8.7273,0.0000,87.8750,37,52992,25781
170.0,129,91.7585,5.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,126,5.3987,0.2326,80.9702,37,52324,25452
180.0,17,0.0000,0.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,0,512,225
180.0,17,0.0000,0.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,0,450,196
180.0,33,0.0000,0.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,0,2048,961
180.0,33,0.0000,0.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,0,1922,900
180.0,65,0.0000,0.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,0,8192,3969
180.0,65,0.0000,0.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,0,7938,3844
180.0,129,0.0000,0.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,0,32768,16129
180.0,129,0.0000,0.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,0,32258,15876
180.0,17,0.0000,0.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,0,512,225
180.0,17,0.0000,0.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,0,450,196
180.0,33,0.0000,0.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,0,2048,961
180.0,33,0.0000,0.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,0,1922,900
180.0,65,0.0000,0.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,0,8192,3969
180.0,65,0.0000,0.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,0,7938,3844
180.0,129,0.0000,0.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,0,32768,16129
180.0,129,0.0000,0.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,0,32258,15876
180.0,17,0.0000,0.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,17,672,300
180.0,17,0.0023,0.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,0.0002,0.0000,0.0023,17,600,266
180.0,33,0.0000,0.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,17,2624,1240
180.0,33,0.0023,0.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,0.0001,0.0000,0.0023,17,2480,1170
180.0,65,0.0000,0.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,17,10624,5166
180.0,65,0.0023,0.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,0.0001,0.0000,0.0023,17,10332,5022
180.0,129,0.0000,0.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,17,42752,21082
180.0,129,0.0023,0.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,0,0.0000,0.0000,0.0023,17,42164,20790
180.0,17,0.0000,0.0000,offset,2.50000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,17,672,285
180.0,17,0.0000,0.0000,offset,2.50000000000000000e-1,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,17,600,252
180.0,33,0.0000,0.0000,offset,1.25000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,17,2688,1271
180.0,33,0.0000,0.0000,offset,1.25000000000000000e-1,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,17,2542,1200
180.0,65,0.0000,0.0000,offset,6.25000000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,17,10752,5166
180.0,65,0.0000,0.0000,offset,6.25000000000000000e-2,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,17,10458,5022
180.0,129,0.0000,0.0000,offset,3.12500000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,17,42752,20955
180.0,129,0.0000,0.0000,offset,3.12500000000000000e-2,dual_contouring,0.0000,0,0.0000,0.0000,0.0000,17,42164,20664
180.0,17,0.0000,0.0000,aligned,2.50000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,37,768,300
180.0,17,0.0028,0.0000,aligned,2.50000000000000000e-1,dual_contouring,0.0000,0,0.0003,0.0000,0.0028,37,690,266
180.0,33,0.0000,0.0000,aligned,1.25000000000000000e-1,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,37,3008,1364
180.0,33,0.0028,0.0000,aligned,1.25000000000000000e-1,dual_contouring,0.0000,0,0.0001,0.0000,0.0028,37,2852,1290
180.0,65,0.0000,0.0000,aligned,6.25000000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,37,12032,5670
180.0,65,0.0028,0.0000,aligned,6.25000000000000000e-2,dual_contouring,0.0000,0,0.0001,0.0000,0.0028,37,11718,5518
180.0,129,0.0000,0.0000,aligned,3.12500000000000000e-2,marching_cubes,0.0000,0,0.0000,0.0000,0.0000,37,47872,23368
180.0,129,0.0028,0.0000,aligned,3.12500000000000000e-2,dual_contouring,0.0000,0,0.0000,0.0000,0.0028,37,47244,23058
