# experiment P-161 (R-161)
# hypothesis: The corpus holds four adaptive-approximation papers at 0.62-0.64 -- Karkulik & Praetorius, Gaspoz & Morin, Mommer & Stevenson, and the Bonito/Canuto/Nochetto/Veeser survey -- and Stevenson is cited in this repository only for the newest-vertex-bisection closure bound, never for the approximation-class theory in the same PDFs. The class A^s is the right object: if a field's s is the same under uniform and adaptive refinement, octree LOD provably buys nothing asymptotically on that field. (C1) s is estimated for both refinement strategies on all eight fields. (C2) The fields split: at least one has s_adaptive > s_uniform and at least one does not, so the answer is field-dependent and the crate can say which fields LOD is for. SHARE: none -- this predicts where a stage helps, it does not change the stage.
# falsified by: C1 by s not being estimable from the achievable resolution range, which is a real risk and should close the row honestly. C2 by every field behaving alike, which would be a simpler and still useful answer. VACUITY CONTROL: at least four resolutions per field, with the fitted s carrying a confidence interval, or the split in C2 is fitted noise.
# commit cbaa53e on amd-ryzen-9-5900x-12-core at 2026-08-30T09:30:18Z
field,s_uniform,s_adaptive,s_difference,class_membership,n_term_decay,lod_asymptotic_gain,c1_holds,c2_holds,adaptive_leaves,adaptive_max_depth,adaptive_truncated,band_half_width,band_volume_fraction,c1_field,class_uniform,dof_adaptive,dof_adaptive_corners,dof_random,dof_uniform,err_adaptive,err_random,err_uniform,fields_gaining,fields_not_gaining,fit_points_adaptive,fit_points_uniform,fit_r2_adaptive,fit_r2_uniform,lod_helps,mesh_accuracy_skip_reason,mesh_accuracy_skipped,mesh_dof,mesh_hausdorff,mesh_s_uniform,mesh_s_uniform_ci,probes,probes_in_inactive_leaves,random_truncated,resolutions,s_adaptive_ci,s_adaptive_sup,s_adaptive_tail,s_difference_ci,s_random,s_random_ci,s_uniform_ci,s_uniform_sup,s_uniform_tail,seed,sup_adaptive,sup_uniform,wall_ns
sphere,0.685767,0.813192,0.127424,A^0.81,0.569121,1.692382,true,true,255011,5,false,0.125000,0.049795,true,A^0.69,4915|15629|35939|117661|274635|531449,2800|8544|19173|62101|145568|276438,4914|15631|35947|117667|274628|531453,4913|15625|35937|117649|274625|531441,1.0772e-2|3.4980e-3|2.7083e-3|6.7722e-4|6.6941e-4|1.6927e-4,9.2776e-2|9.0781e-2|6.8397e-2|6.5616e-2|6.4277e-2|6.4133e-2,1.0772e-2|4.8037e-3|2.7083e-3|1.2044e-3|6.7722e-4|4.3247e-4,3,5,6,6,0.955680,0.999972,false,none,false,536|1304|2312|5240,2.1760e-2|9.5952e-3|5.3614e-3|2.3651e-3,0.975480,0.905412|1.045547,4096,0,false,6,0.570125|1.056258,0.887644,0.877565,-0.115695|0.370543,0.088764,0.029947|0.147582,0.680730|0.690804,0.684528,0.679224,899befe9faeed519,1.7454e-2|1.3557e-2|4.3474e-3|1.1035e-3|1.1035e-3|2.6929e-4,1.7454e-2|7.8534e-3|4.3474e-3|1.9343e-3|1.1035e-3|7.0858e-4,495150283.000000
torus,0.694371,0.831963,0.137592,A^0.83,0.561764,1.730516,true,true,252715,6,false,0.125000,0.046166,true,A^0.69,4913|15633|35941|117661|274625|531441,2833|8779|19700|63298|145152|278726,4920|15644|35955|117649|274627|531448,4913|15625|35937|117649|274625|531441,1.9772e-2|5.6622e-3|4.9638e-3|1.3796e-3|7.0336e-4|3.5801e-4,1.0208e-1|8.8191e-2|7.4163e-2|7.0310e-2|6.6132e-2|5.9203e-2,2.0207e-2|8.7292e-3|4.8952e-3|2.1597e-3|1.2083e-3|7.7767e-4,3,5,6,6,0.984926,0.999838,false,none,false,656|1088|2256|4848,5.1184e-2|2.1794e-2|1.3788e-2|6.7456e-3,0.956925,0.414619|1.499230,4096,0,false,6,0.689105|0.974821,0.782220,0.890058,-0.005791|0.280975,0.109407,0.079237|0.139576,0.682114|0.706629,0.706351,0.677750,63bedd7c1234bbf3,5.3106e-2|2.2995e-2|1.4984e-2|4.5758e-3|2.4297e-3|1.4419e-3,5.3106e-2|2.2273e-2|1.2512e-2|5.4164e-3|2.9513e-3|1.9507e-3,499864698.000000
box_exact,0.515529,0.838422,0.322893,A^0.84,0.559255,5.585177,true,true,209441,7,false,0.125000,0.090465,true,A^0.52,4914|15632|35951|117651|274638|531445,3163|9779|22125|71625|167600|322004,4921|15630|35948|117657|274630|531458,4913|15625|35937|117649|274625|531441,1.0274e-2|4.1391e-3|2.9126e-3|8.2868e-4|3.2181e-4|2.3580e-4,2.6413e-2|2.5645e-2|2.3615e-2|2.2983e-2|2.2500e-2|2.1980e-2,1.1178e-2|6.5371e-3|4.2345e-3|2.3697e-3|1.4898e-3|9.8209e-4,3,5,6,6,0.987046,0.998104,true,none,false,584|1448|2696|6344,2.8868e-1|1.9245e-1|1.4434e-1|9.6225e-2,0.460604,0.439512|0.481695,4096,0,false,6,0.705107|0.971737,0.632963,0.846621,0.185978|0.459807,0.040344,0.027319|0.053369,0.484342|0.546717,0.410355,0.582446,712447a623f89ea7,6.0660e-2|3.0266e-2|1.8299e-2|7.1022e-3|4.2337e-3|3.6706e-3,7.6257e-2|5.5689e-2|3.3967e-2|1.9835e-2|1.5195e-2|1.2185e-2,403855353.000000
csg_difference,0.509558,0.682058,0.172500,A^0.68,0.623275,3.135707,true,true,214726,7,false,0.125000,0.092388,true,A^0.51,4929|15640|35949|117669|274626|531449,3143|9619|22046|72077|167945|316723,4926|15631|35949|117663|274640|531452,4913|15625|35937|117649|274625|531441,1.5839e-2|7.5085e-3|4.7594e-3|2.0660e-3|9.7320e-4|6.8784e-4,4.7216e-2|4.6855e-2|3.8036e-2|3.7775e-2|3.7112e-2|3.6177e-2,1.7452e-2|1.0916e-2|6.8707e-3|3.5543e-3|2.3883e-3|1.6746e-3,3,5,6,6,0.996145,0.997822,true,bound=Underestimate,true,,,NaN,NaN|NaN,4096,0,false,6,0.623163|0.740954,0.391143,0.736806,0.104970|0.240031,0.061427,0.020205|0.102649,0.476518|0.542598,0.401493,0.497707,50b54cf504ba095f,1.1659e-1|6.0580e-2|4.7041e-2|2.8775e-2|2.2327e-2|1.7745e-2,1.1659e-1|8.7082e-2|6.0647e-2|3.1881e-2|2.5373e-2|1.9357e-2,354000352.000000
thin_plate,0.410671,1.019722,0.609051,A^1.02,0.493211,28.469559,true,true,241963,7,false,0.125000,0.020690,true,A^0.41,4924|15631|35937|117661|274631|531456,2942|9015|20375|65685|152529|289493,4916|15629|35956|117671|274645|531444,4913|15625|35937|117649|274625|531441,1.3156e-2|8.0936e-3|3.7366e-3|6.1004e-4|2.7774e-4|1.6418e-4,1.4783e-2|1.3507e-2|1.2843e-2|1.2186e-2|1.1432e-2|1.0774e-2,1.1120e-2|8.6772e-3|6.5019e-3|3.6812e-3|2.4178e-3|1.7208e-3,3,5,6,6,0.972987,0.979155,true,none,false,248|568|1016|2296,1.7722e-1|1.1851e-1|8.9268e-2|6.0237e-2,0.485038,0.482075|0.488001,4096,0,false,6,0.783888|1.255555,0.656578,0.873200,0.358982|0.859120,0.064004,0.055430|0.072579,0.327502|0.493839,0.350661,0.503919,b7d0e95fa0ae2a40,3.8690e-2|2.1717e-2|1.2454e-2|7.6930e-3|2.1485e-3|2.1485e-3,5.8745e-2|4.3663e-2|3.3929e-2|2.3010e-2|1.6110e-2|1.0996e-2,456926827.000000
gyroid,0.522381,0.504985,-0.017396,A^0.50,0.704668,0.859125,true,true,208860,6,false,0.437500,0.166065,true,A^0.52,4917|15633|35943|117650|274629|531454,2942|9920|21452|72184|164077|322594,4929|15635|35943|117649|274645|531456,4913|15625|35937|117649|274625|531441,1.3913e-1|1.0523e-1|5.4552e-2|3.3735e-2|2.3068e-2|1.2866e-2,5.3999e-1|5.0961e-1|4.4244e-1|4.2704e-1|3.9356e-1|3.6333e-1,1.0617e-1|5.7887e-2|3.6131e-2|2.0038e-2|1.2486e-2|9.3693e-3,3,5,6,6,0.979011,0.999394,false,bound=Lipschitz,true,,,NaN,NaN|NaN,4096,0,false,6,0.402357|0.607613,0.143959,0.630433,-0.121565|0.086774,0.083300,0.062650|0.103949,0.504526|0.540236,0.363145,0.506657,9ff109aa46aff7da,5.4207e-1|5.4207e-1|3.3910e-1|3.3910e-1|3.0956e-1|2.9050e-1,4.6953e-1|3.1721e-1|2.3334e-1|1.3474e-1|1.1015e-1|8.9582e-2,451477197.000000
fbm_terrain,0.462489,0.365667,-0.096821,A^0.37,0.776110,0.267601,true,true,214355,5,false,0.500000,0.061389,true,A^0.46,4918|15632|35942|117655|274625|531445,2985|9674|21647|70621|163282|317090,4934|15641|35948|117655|274638|531442,4913|15625|35937|117649|274625|531441,2.6865e-1|1.8874e-1|1.1262e-1|8.0142e-2|5.9452e-2|5.0993e-2,4.7691e-1|4.4803e-1|4.3798e-1|4.1828e-1|3.6870e-1|3.2657e-1,1.5769e-1|1.0716e-1|7.6132e-2|4.2345e-2|2.6877e-2|1.8556e-2,3,5,6,6,0.986303,0.991450,false,bound=Unbounded,true,,,NaN,NaN|NaN,4096,0,false,6,0.305857|0.425478,0.135633,0.302272,-0.181268|-0.012375,0.074198,0.037086|0.111310,0.402874|0.522103,0.447688,0.546660,4a3665a8d364b9fb,1.3585e0|1.3585e0|7.7735e-1|7.7735e-1|7.7735e-1|7.7735e-1,6.5246e-1|4.4932e-1|2.6394e-1|1.7555e-1|1.1887e-1|7.8888e-2,728734245.000000
noise_cavity,0.453310,0.378360,-0.074950,A^0.38,0.769312,0.365603,true,true,212822,6,false,0.125000,0.147386,true,A^0.45,4928|15639|35941|117669|274631|531457,3156|9898|22927|70376|170365|318635,4929|15632|35938|117661|274627|531463,4913|15625|35937|117649|274625|531441,1.0323e-1|6.9167e-2|5.7383e-2|3.1390e-2|2.6561e-2|1.6617e-2,1.3955e-1|1.3164e-1|1.3062e-1|1.2670e-1|1.2025e-1|1.1473e-1,9.2499e-2|6.4262e-2|4.4905e-2|2.5306e-2|1.6281e-2|1.1484e-2,3,5,6,6,0.982071,0.992096,false,bound=Unbounded,true,,,NaN,NaN|NaN,4096,0,false,6,0.307403|0.449317,0.184252,0.411451,-0.165442|0.015542,0.038153,0.026041|0.050266,0.397151|0.509469,0.469994,0.523781,06c5894a9b571a05,6.4433e-1|4.4663e-1|4.4663e-1|3.7783e-1|3.7783e-1|2.1075e-1,4.9289e-1|3.1437e-1|2.1217e-1|1.1146e-1|7.3350e-2|5.9555e-2,556672569.000000
