# experiment P-86 (R-086)
# hypothesis: M-115 FOUND THAT A MOVING BODY IS STOPPED HARDER AND MORE OFTEN BY ORDINARY TERRAIN THAN BY A CHUNK JOIN, AND LEFT THE HARDER QUESTION OPEN: how many of those stops are REAL. The crate records degenerate near-zero-area triangles as a metric rather than a gate, because Marching Cubes genuinely emits slivers whenever a grid corner sits near zero -- that is the algorithm, not a bug. But a sliver is exactly what a capsule controller catches on, and M-185 already found that completing the crossing identity turned a sliver into a repeated-index triangle the extractor now declines to emit. NOBODY HAS CONNECTED THE RECORDED METRIC TO THE GAMEPLAY SYMPTOM. This is also where the literature is thinnest: there is essentially no peer- reviewed work on capsule-vs-isosurface locomotion at chunk seams, and M-115 is better evidence than anything published. (C1) Over game_capsule_walk's 495 seam crossings plus a 10^4-step randomised walk on fbm_terrain, at least 20% of controller stops occur on a triangle in the bottom decile of the aspect-ratio distribution. (C2) Stops are NOT concentrated at chunk seams, confirming M-115 from the controller's side rather than the body's: seam-adjacent triangles carry no more stops per triangle than interior ones. (C3) The field query path from P-81 removes ALL of C1's stops, because it never sees a triangle. SHARE: this is a rate, not a ratio of a total.
# falsified by: C1 by under 20%, which would mean slivers are not what stops a character and the recorded metric has no gameplay consequence -- a genuine null and worth the afternoon. C2 by a seam excess, which reopens M-133's 'not reliably seam-closing' as a gameplay defect rather than a topology one. C3 by any surviving stop, which would mean the terrain genuinely stops the character there and C1 was measuring geometry that is correct. VACUITY CONTROL: the walk must produce a non-zero stop count on both arms, and the bottom aspect- ratio decile must be non-empty, both reported as counts.
# commit 28194ca on amd-ryzen-9-5900x-12-core at 2026-08-28T00:55:01Z
field,steps,seam_crossings,stops_total,stops_on_worst_decile,worst_decile_fraction,stops_per_triangle_seam,stops_per_triangle_interior,seam_excess_ratio,stops_field_path,aspect_ratio_p10,c1_holds,c2_holds,c3_holds,arm,aspect_ratio_p10_tested,c1_bar_over_chance,chord_excess_over_bound,chord_hover_gentle_max,chord_hover_max,chord_inset_expected,chord_inset_measured,decile_triangles,decile_triangles_tested,degenerate_triangles,degenerate_triangles_tested,dt_seconds,episode_interior_stops,episode_seam_stops,field_control_stalls,field_penetration_max,field_penetration_mean,flat_cross_hover_max,flat_excess_over_bound,interior_triangles_tested_xz,lift_check_columns,mean_slope_at_stops,mean_slope_off_xz_band,mean_slope_off_y_band,mean_slope_xz_band,mean_slope_y_band,mesh_penetration_max,metres_travelled,seam_excess_all_meshed_all_axes,seam_excess_all_meshed_xz,seam_excess_episodes,seam_excess_episodes_sigma,seam_excess_tested_all_axes,seam_triangles_all_axes,seam_triangles_tested_xz,stall_shortfall,steepest_gradient,stop_episodes,stops_any_blocker_worst_decile,stops_field_path_expected,stops_field_replay_all,stops_field_walk,stops_on_degenerate,stops_on_interior_xz,stops_on_seam_all_axes,stops_on_seam_xz,stops_on_worst_decile_tested,triangles,triangles_tested,wall_seconds,worst_decile_area_share
fbm_terrain,28723,495,2298,70,0.030461,0.032771187,0.027211104,1.204331,0,0.223288,false,false,true,path_495_crossings,0.235527,15.29,-0.000023,0.235000,0.645000,0.114343,0.114346,68873,8062,209,5,0.016667,295,92,569,0.1413,0.0863,0.735000,0.114154,61813,512,1.4550,0.9488,0.9317,0.9479,0.9602,0.0003,2899.77,1.272363,1.195547,1.025551,0.122464,1.144573,465178,18797,0.50,2.5453,387,88,1.036,34,2652,0,1682,1668,616,76,688728,80610,16.4,0.01308298
fbm_terrain,10000,166,663,19,0.028658,0.032931354,0.036304090,0.907098,0,0.222721,false,true,true,random_10k_steps,0.235493,15.34,-0.000023,0.235000,0.645000,0.114343,0.114346,6433,1867,16,3,0.016667,155,52,569,0.1322,0.0868,0.735000,0.114154,14351,512,1.4311,0.9478,0.9204,0.9492,0.9679,0.0013,1015.85,1.490196,0.881759,1.116542,0.178934,1.382188,42833,4312,0.50,2.5453,207,28,0.029,1,694,0,521,496,142,20,64324,18663,16.4,0.01303547
fbm_terrain,38723,661,2961,89,0.030057,0.032801073,0.028924426,1.134027,0,0.223245,false,false,true,combined,0.235517,15.29,-0.000023,0.235000,0.645000,0.114343,0.114346,75306,9928,225,8,0.016667,450,144,569,0.1413,0.0864,0.735000,0.114154,76164,512,1.4497,0.9488,0.9307,0.9480,0.9608,0.0013,3915.62,1.309678,1.122359,1.054675,0.100977,1.190351,508011,23109,0.50,2.5453,594,116,1.052,35,3346,0,2203,2164,758,96,753052,99273,16.4,0.01307925
