# experiment P-77 (R-077)
# hypothesis: THE ONE MEASURED MITIGATION IN THIS AREA IS CHEAP AND THE PROBLEM IT MITIGATES HAS NEVER BEEN MEASURED UNDER DESTRUCTION. k-DOP clipping (10.1145/3681758.3697996) replaces TAA's axis-aligned neighbourhood clamp with a tighter k-discrete-oriented polytope at 0.2 ms overhead (GPU NOT NAMED IN THE ABSTRACT), and its framing is that prior bounding-box methods are 'only situationally effective'. Separately, Epic's account of virtual shadow maps in Fortnite says animated deformation invalidates shadow pages and that they ABANDONED CACHING FOR DIRECTIONAL SUN SHADOWS ENTIRELY -- with no invalidation cost published anywhere. This experiment measures the destruction half; P-79 measures the shadow half. (C1) In game_dig, the fraction of TAA history samples rejected in the frame after a brush stroke is at least 5x the steady-state rejection rate, and the elevated rate persists for at least 3 frames. (C2) k-DOP clipping recovers at least half the rejected samples at under 0.3 ms. (C3) The rejection is SPATIALLY CONCENTRATED at the brush, not global: over 80% of rejected samples fall within the brush's screen-space bounding box dilated by one dig radius. SHARE: C1 is a rate, not a ratio of a total; C2 moves the TAA resolve stage.
# falsified by: C1 by under 5x, or by a single-frame spike -- either means destruction is not a temporal problem, and this row and P-76's C2 close together. C2 by under half, which would mean the rejections are genuine disocclusions rather than clamp conservatism and no clipping scheme can help. C3 by under 80%, which would mean an edit disturbs the whole frame and a localised mitigation cannot work. VACUITY CONTROL: the steady-state arm must have a non-zero rejection rate, or the 5x ratio is division by a floor.
# commit a84f6c0 (WORKING TREE DIRTY) on amd-ryzen-9-5900x-12-core at 2026-08-28T00:36:03Z
arm,stroke_rate_hz,steady_rejection_fraction,post_edit_rejection_fraction,ratio,frames_elevated,kdop_ms,kdop_recovered_fraction,rejected_in_brush_box,rejected_total,concentration_fraction,c1_holds,c2_holds,c3_holds,aabb_ms,albedo_detail,box_area_fraction,brushes_placed,c1_evaluable,camera_pitch_rad,camera_walk_units_per_s,camera_yaw_rad_per_s,clamp_ratio_dop_over_aabb,concentration_edit_attributable,control_rejected,control_rejected_in_box,control_rejection_fraction,cpu_mhz,fixture,frame_aabb_ms,frame_changed_outside_silhouette,frame_changed_pixels,frame_concentration_edit_attributable,frame_dop_ms,frame_extra_rejected_dop26_ycocg,frame_mean_clip_s_over_rejected,frame_mean_reproj_px,frame_offset,frame_recovered_dop26_rgb,frame_recovered_dop26_ycocg,frame_rejected,frame_rejected_aabb_rgb,frame_rejected_dop26_rgb,frame_rejected_dop26_ycocg,frame_rejected_half,frame_rejected_in_box,frame_rejection_fraction,height,held_button,kdop_ms_per_megapixel,kdop_recovered_fraction_rgb_axes,no_history,paired_frame_ratio,population,ratio_ceiling_from_footprint,taa_jitter,threads,width
dig_at_feet_walk_held/frame_plus_0,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,450140,40021,0.87029318,4188,dig_at_feet_walk_held,29.2648,0,4169,NA,62.5362,27441,0.557411,6.5065,0,79329,0,449842,242173,407830,477283,205995,39723,0.86971703,540,true,120.6332,0.17634858,993,0.9993,517228,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_1,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,448827,41008,0.86967482,4188,dig_at_feet_walk_held,29.1826,0,4308,NA,62.3996,28055,0.562933,7.6660,1,80670,0,446317,237618,403606,474372,200944,38498,0.86481129,540,true,120.6332,0.17634858,2134,0.9944,516086,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_2,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,449394,42124,0.86916175,4188,dig_at_feet_walk_held,29.2421,0,4485,NA,64.1480,27950,0.563802,6.9278,2,81628,0,446481,237823,402640,474431,199522,39211,0.86352779,540,true,120.6332,0.17634858,1178,0.9935,517043,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_3,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,449072,43721,0.87017484,4188,dig_at_feet_walk_held,29.2712,0,4654,NA,62.7791,28043,0.565049,7.6768,3,81288,0,445898,239538,402452,473941,196927,40547,0.86402452,540,true,120.6332,0.17634858,2147,0.9929,516071,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_4,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,448721,44851,0.86921679,4188,dig_at_feet_walk_held,29.2389,0,4746,NA,62.4562,27756,0.565326,7.3207,4,80417,0,445322,238969,402598,473078,195044,41452,0.86263259,540,true,120.6332,0.17634858,1982,0.9924,516236,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_5,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,448246,48864,0.86696491,4188,dig_at_feet_walk_held,29.2286,0,7227,NA,62.5084,28211,0.559272,6.9349,5,78271,0,446710,242712,406749,474921,198533,47328,0.86399409,540,true,120.6332,0.17634858,1187,0.9966,517029,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_6,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,447507,50367,0.86622082,4188,dig_at_feet_walk_held,29.2367,0,7491,NA,62.5309,29196,0.566647,7.2687,6,77999,0,442156,237679,404089,471352,191266,45016,0.85586311,540,true,120.6332,0.17634858,1594,0.9880,516620,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_7,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,445766,51691,0.86379218,4188,dig_at_feet_walk_held,29.2084,0,7755,NA,62.4402,29755,0.567073,7.6842,7,78941,0,439635,236488,401126,469390,188901,45560,0.85191171,540,true,120.6332,0.17634858,2159,0.9862,516057,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_8,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,446122,53359,0.86287351,4188,dig_at_feet_walk_held,29.2388,0,8063,NA,62.5216,29524,0.567883,6.9429,8,78737,0,439778,236937,401249,469302,186937,47015,0.85060317,540,true,120.6332,0.17634858,1194,0.9858,517019,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_9,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,445519,54818,0.86331857,4188,dig_at_feet_walk_held,29.3127,0,8390,NA,62.6622,29351,0.568564,7.6897,9,77704,0,439019,238415,401233,468370,185292,48318,0.85072299,540,true,120.6332,0.17634858,2165,0.9854,516054,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_10,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,446712,59496,0.86373568,4188,dig_at_feet_walk_held,29.2867,0,10980,NA,63.0300,29222,0.564108,6.5377,10,77817,0,441553,244552,403173,470775,188153,54337,0.85376054,540,true,120.6332,0.17634858,1029,0.9885,517186,1.0093,true,24,960
dig_at_feet_walk_held/frame_plus_11,12.5,0.86644885,0.86971703,1.0038,0,62.5362,0.00000000,39723,449842,0.088304,false,false,false,29.2648,true,0.15849322,3,true,-0.600,2.50,0.250,2.1369,NA,444814,61221,0.86195577,4188,dig_at_feet_walk_held,29.2299,0,11317,NA,62.4055,30093,0.570501,7.6962,11,81325,0,436168,240058,395905,466261,182168,52575,0.84520165,540,true,120.6332,0.17634858,2160,0.9806,516052,1.0093,true,24,960
dig_at_feet_walk_untextured/steady_window,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,NA,NA,NA,4188,dig_at_feet_walk_untextured,422.7016,0,0,NA,0.0000,36578,0.482990,7.2424,NA,10109,0,6115795,4419507,6151238,6152373,3668299,593669,0.98662845,540,false,176.1275,0.00188609,19922,NA,6198681,1.0082,true,24,960
dig_at_feet_walk_untextured/post_edit_window,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,6115795,593669,0.98662845,4188,dig_at_feet_walk_untextured,377.4343,0,60947,NA,0.0000,39294,0.483416,7.2391,NA,10571,0,6081322,4427710,6122124,6120616,3657077,559196,0.98106710,540,false,176.1275,0.00188609,19922,0.9944,6198681,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_0,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,509852,43681,0.98573936,4188,dig_at_feet_walk_untextured,28.5472,0,4169,NA,91.3045,3359,0.472407,6.5065,0,961,0,509520,381376,512637,512879,313925,43349,0.98509748,540,false,176.1275,0.00188609,993,0.9993,517228,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_1,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,509292,44521,0.98683553,4188,dig_at_feet_walk_untextured,51.0957,0,4308,NA,107.9836,3282,0.477698,7.6660,1,1146,0,506780,375434,509897,510062,309290,42009,0.98196812,540,false,176.1275,0.00188609,2134,0.9951,516086,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_2,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,510072,45369,0.98651756,4188,dig_at_feet_walk_untextured,30.7004,0,4485,NA,75.7327,3215,0.478701,6.9278,2,968,0,507284,374110,510384,510499,309065,42581,0.98112536,540,false,176.1275,0.00188609,1178,0.9945,517043,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_3,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,509431,46656,0.98713355,4188,dig_at_feet_walk_untextured,29.4845,0,4654,NA,62.8860,3175,0.480069,7.6768,3,925,0,506629,371765,509772,509804,307893,43854,0.98170407,540,false,176.1275,0.00188609,2147,0.9945,516071,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_4,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,509072,47524,0.98612263,4188,dig_at_feet_walk_untextured,28.5464,0,4746,NA,64.1651,3368,0.481420,7.3207,4,911,0,506256,370198,509631,509624,306441,44708,0.98066776,540,false,176.1275,0.00188609,1982,0.9945,516236,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_5,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,509694,48841,0.98581317,4188,dig_at_feet_walk_untextured,37.7467,0,4901,NA,62.7250,3344,0.482626,6.9370,5,865,0,506812,369107,510285,510156,306113,45959,0.98023902,540,false,176.1275,0.00188609,1187,0.9943,517029,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_6,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,509364,49729,0.98595486,4188,dig_at_feet_walk_untextured,28.5337,0,5080,NA,62.4380,3655,0.483885,7.2711,6,872,0,506348,367648,510134,510003,304672,46713,0.98011691,540,false,176.1275,0.00188609,1594,0.9941,516620,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_7,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,509301,50850,0.98690842,4188,dig_at_feet_walk_untextured,28.6530,0,5273,NA,62.4298,3264,0.485784,7.6867,7,815,0,506051,366044,509537,509315,302905,47600,0.98061067,540,false,176.1275,0.00188609,2159,0.9936,516057,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_8,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,510199,52212,0.98680900,4188,dig_at_feet_walk_untextured,28.5432,0,5486,NA,62.4893,3137,0.487390,6.9453,8,807,0,506848,365345,510259,509985,301819,48861,0.98032761,540,false,176.1275,0.00188609,1194,0.9934,517019,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_9,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,509626,53361,0.98754394,4188,dig_at_feet_walk_untextured,28.4860,0,5724,NA,62.8067,3101,0.489068,7.6924,9,777,0,506161,363477,509574,509262,299886,49896,0.98082953,540,false,176.1275,0.00188609,2165,0.9932,516054,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_10,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,510306,54756,0.98669724,4188,dig_at_feet_walk_untextured,28.5441,0,5984,NA,63.5843,3248,0.490188,6.5428,10,770,0,506685,362763,510398,509933,298707,51135,0.97969589,540,false,176.1275,0.00188609,1029,0.9929,517186,1.0082,true,24,960
dig_at_feet_walk_untextured/frame_plus_11,12.5,0.98662845,0.98509748,0.9984,0,91.3045,0.00000000,43349,509520,0.085078,false,false,false,28.5472,false,0.09537014,1,true,-0.600,2.50,0.250,3.1984,NA,509586,56169,0.98747025,4188,dig_at_feet_walk_untextured,28.5532,0,6137,NA,62.6231,3146,0.491843,7.7014,11,754,0,505948,360443,509616,509094,296361,52531,0.98042058,540,false,176.1275,0.00188609,2160,0.9929,516052,1.0082,true,24,960
dig_at_feet_walk_half_res/steady_window,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,NA,NA,NA,4188,dig_at_feet_walk_half_res,94.0066,0,0,NA,0.0000,116141,0.632035,3.6413,NA,501577,0,1164852,441234,827596,1280993,361272,130685,0.75223568,270,false,120.6733,0.42659628,6133,NA,1548520,1.0106,true,24,480
dig_at_feet_walk_half_res/post_edit_window,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,1164852,130685,0.75223568,4188,dig_at_feet_walk_half_res,92.8700,0,15230,NA,0.0000,116423,0.630094,3.6397,NA,493244,0,1152396,441134,824027,1268819,362349,118229,0.74419187,270,false,120.6733,0.42659628,6133,0.9893,1548520,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_0,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,97987,8756,0.75737573,4188,dig_at_feet_walk_half_res,7.4575,0,1040,NA,15.6393,9553,0.620805,2.9474,0,41777,0,97931,38081,69666,107484,33139,8700,0.75694289,270,false,120.6733,0.42659628,182,0.9994,129377,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_1,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,97510,9101,0.75701820,4188,dig_at_feet_walk_half_res,7.4121,0,1081,NA,15.5767,9664,0.625621,4.0569,1,41522,0,96756,36990,68769,106420,31992,8347,0.75116452,270,false,120.6733,0.42659628,750,0.9923,128808,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_2,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,97689,9484,0.75560386,4188,dig_at_feet_walk_half_res,8.4809,0,1122,NA,23.8897,9626,0.626230,3.3401,2,41429,0,96839,36927,68981,106465,31702,8634,0.74902928,270,false,120.6733,0.42659628,269,0.9913,129286,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_3,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,97507,9825,0.75701842,4188,dig_at_feet_walk_half_res,9.5168,0,1163,NA,33.9119,9590,0.629266,4.0627,3,41015,0,96511,36683,68995,106101,30848,8829,0.74928574,270,false,120.6733,0.42659628,751,0.9898,128804,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_4,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,97390,10281,0.75554694,4188,dig_at_feet_walk_half_res,7.4256,0,1183,NA,19.7974,9483,0.629771,3.7615,4,41022,0,96373,36955,68889,105856,30514,9264,0.74765710,270,false,120.6733,0.42659628,656,0.9896,128900,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_5,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,97563,10759,0.75457674,4188,dig_at_feet_walk_half_res,7.8726,0,1221,NA,16.0553,9525,0.630365,3.3431,5,41340,0,96448,36814,68596,105973,30275,9644,0.74595305,270,false,120.6733,0.42659628,261,0.9886,129295,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_6,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,96775,10978,0.75056617,4188,dig_at_feet_walk_half_res,7.4255,0,1269,NA,15.6485,9878,0.630042,3.6551,6,41226,0,95607,36302,68358,105485,30014,9810,0.74150741,270,false,120.6733,0.42659628,618,0.9879,128936,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_7,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,96284,11392,0.74748855,4188,dig_at_feet_walk_half_res,7.4302,0,1320,NA,15.5680,10049,0.632135,4.0646,7,40949,0,95056,36334,68181,105105,29443,10164,0.73795513,270,false,120.6733,0.42659628,742,0.9872,128810,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_8,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,96750,11759,0.74831774,4188,dig_at_feet_walk_half_res,7.5555,0,1373,NA,33.7918,9818,0.632319,3.3466,8,40817,0,95501,36489,68572,105319,29245,10510,0.73865728,270,false,120.6733,0.42659628,261,0.9871,129290,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_9,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,96375,12405,0.74821244,4188,dig_at_feet_walk_half_res,7.4241,0,1427,NA,15.5605,9763,0.633535,4.0678,9,40567,0,95072,36243,68428,104835,28883,11102,0.73809653,270,false,120.6733,0.42659628,745,0.9865,128807,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_10,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,96846,12781,0.74848712,4188,dig_at_feet_walk_half_res,7.4460,0,1490,NA,15.6441,9732,0.634979,2.9655,10,40663,0,95491,36813,68750,105223,28587,11426,0.73801482,270,false,120.6733,0.42659628,162,0.9860,129389,1.0106,true,24,480
dig_at_feet_walk_half_res/frame_plus_11,12.5,0.75223568,0.75694289,1.0063,0,15.6393,0.00000000,8700,97931,0.088838,false,false,false,7.4575,true,0.09537014,1,true,-0.600,2.50,0.250,2.0971,NA,96176,13164,0.74660374,4188,dig_at_feet_walk_half_res,7.4232,0,1541,NA,15.5823,9742,0.636493,4.0750,11,40917,0,94811,36503,67842,104553,27707,11799,0.73600739,270,false,120.6733,0.42659628,736,0.9858,128818,1.0106,true,24,480
demo_pose_walk/steady_window,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,NA,NA,NA,4188,demo_pose_walk,258.9530,0,0,NA,0.0000,441265,0.736737,4.2121,NA,212826,0,2117326,1986296,2513863,2558591,230713,14241,0.65138010,540,false,63.9781,0.08846040,11993,NA,3250523,1.0004,true,24,960
demo_pose_walk/post_edit_window,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,2117326,14241,0.65138010,4188,demo_pose_walk,204.8117,0,1067,NA,0.0000,440700,0.736735,4.2120,NA,212831,0,2117209,1985606,2512996,2557909,230697,14124,0.65134411,540,false,63.9781,0.08846040,11993,0.9999,3250523,1.0004,true,24,960
demo_pose_walk/frame_plus_0,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,178322,1140,0.65308170,4188,demo_pose_walk,15.9445,0,80,1.000000,33.1663,35945,0.732100,3.4295,0,15777,0,178351,166919,212547,214296,20362,1169,0.65318791,540,false,63.9781,0.08846040,780,1.0002,273047,1.0004,true,24,960
demo_pose_walk/frame_plus_1,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,177165,1126,0.65103554,4188,demo_pose_walk,15.8808,0,80,NA,33.0778,36174,0.733778,4.6275,1,16706,0,177153,165650,210575,213327,20185,1114,0.65099145,540,false,63.9781,0.08846040,1011,0.9999,272128,1.0004,true,24,960
demo_pose_walk/frame_plus_2,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,178217,1173,0.65425223,4188,demo_pose_walk,15.9070,0,85,NA,33.0670,36038,0.733990,4.1384,2,17224,0,178211,166297,210981,214249,20179,1167,0.65423021,540,false,63.9781,0.08846040,979,1.0000,272398,1.0004,true,24,960
demo_pose_walk/frame_plus_3,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,177810,1184,0.65453381,4188,demo_pose_walk,15.8756,0,86,NA,33.0330,35972,0.735924,4.6263,3,17577,0,177793,166039,210156,213765,19240,1167,0.65447123,540,false,63.9781,0.08846040,1037,0.9999,271659,1.0004,true,24,960
demo_pose_walk/frame_plus_4,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,177290,1194,0.65391226,4188,demo_pose_walk,15.8474,0,89,NA,32.9692,36041,0.736126,4.0044,4,18229,0,177278,165614,208868,213319,19489,1182,0.65386800,540,false,63.9781,0.08846040,840,0.9999,271122,1.0004,true,24,960
demo_pose_walk/frame_plus_5,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,177126,1212,0.65321340,4188,demo_pose_walk,15.8421,0,88,NA,32.9828,36161,0.736012,4.1367,5,18894,0,177111,164877,208377,213272,19357,1197,0.65315809,540,false,63.9781,0.08846040,1034,0.9999,271161,1.0004,true,24,960
demo_pose_walk/frame_plus_6,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,175660,1048,0.64897976,4188,demo_pose_walk,15.8412,0,87,NA,33.0573,36863,0.736930,4.1506,6,18959,0,175643,164517,207603,212506,18602,1031,0.64891695,540,false,63.9781,0.08846040,1084,0.9999,270671,1.0004,true,24,960
demo_pose_walk/frame_plus_7,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,174845,1125,0.64765803,4188,demo_pose_walk,15.7843,0,90,NA,32.8188,37356,0.738814,4.6262,7,18405,0,174835,164581,207977,212191,18491,1115,0.64762099,540,false,63.9781,0.08846040,1085,0.9999,269965,1.0004,true,24,960
demo_pose_walk/frame_plus_8,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,174986,1171,0.64763576,4188,demo_pose_walk,15.7954,0,94,NA,34.8555,37779,0.739084,4.1318,8,18044,0,174972,164942,208711,212751,18635,1157,0.64758394,540,false,63.9781,0.08846040,1053,0.9999,270192,1.0004,true,24,960
demo_pose_walk/frame_plus_9,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,174538,1221,0.64778539,4188,demo_pose_walk,30.6471,0,94,NA,39.8435,37626,0.739344,4.6237,9,17413,0,174531,165264,208813,212157,18580,1214,0.64775941,540,false,63.9781,0.08846040,1075,1.0000,269438,1.0004,true,24,960
demo_pose_walk/frame_plus_10,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,176131,1281,0.65279399,4188,demo_pose_walk,15.7401,0,96,NA,32.7761,37307,0.739358,3.4286,10,17799,0,176116,165753,209552,213423,18781,1266,0.65273840,540,false,63.9781,0.08846040,923,0.9999,269811,1.0004,true,24,960
