# experiment P-77 (R-077)
# hypothesis: THE ONE MEASURED MITIGATION IN THIS AREA IS CHEAP AND THE PROBLEM IT MITIGATES HAS NEVER BEEN MEASURED UNDER DESTRUCTION. k-DOP clipping (10.1145/3681758.3697996) replaces TAA's axis-aligned neighbourhood clamp with a tighter k-discrete-oriented polytope at 0.2 ms overhead (GPU NOT NAMED IN THE ABSTRACT), and its framing is that prior bounding-box methods are 'only situationally effective'. Separately, Epic's account of virtual shadow maps in Fortnite says animated deformation invalidates shadow pages and that they ABANDONED CACHING FOR DIRECTIONAL SUN SHADOWS ENTIRELY -- with no invalidation cost published anywhere. This experiment measures the destruction half; P-79 measures the shadow half. (C1) In game_dig, the fraction of TAA history samples rejected in the frame after a brush stroke is at least 5x the steady-state rejection rate, and the elevated rate persists for at least 3 frames. (C2) k-DOP clipping recovers at least half the rejected samples at under 0.3 ms. (C3) The rejection is SPATIALLY CONCENTRATED at the brush, not global: over 80% of rejected samples fall within the brush's screen-space bounding box dilated by one dig radius. SHARE: C1 is a rate, not a ratio of a total; C2 moves the TAA resolve stage.
# falsified by: C1 by under 5x, or by a single-frame spike -- either means destruction is not a temporal problem, and this row and P-76's C2 close together. C2 by under half, which would mean the rejections are genuine disocclusions rather than clamp conservatism and no clipping scheme can help. C3 by under 80%, which would mean an edit disturbs the whole frame and a localised mitigation cannot work. VACUITY CONTROL: the steady-state arm must have a non-zero rejection rate, or the 5x ratio is division by a floor.
# commit a84f6c0 (WORKING TREE DIRTY) on amd-ryzen-9-5900x-12-core at 2026-08-28T00:36:03Z
arm,stroke_rate_hz,steady_rejection_fraction,post_edit_rejection_fraction,ratio,frames_elevated,kdop_ms,kdop_recovered_fraction,rejected_in_brush_box,rejected_total,concentration_fraction,c1_holds,c2_holds,c3_holds,aabb_ms,albedo_detail,box_area_fraction,brushes_placed,c1_evaluable,camera_pitch_rad,camera_walk_units_per_s,camera_yaw_rad_per_s,clamp_ratio_dop_over_aabb,concentration_edit_attributable,control_rejected,control_rejected_in_box,control_rejection_fraction,cpu_mhz,fixture,frame_aabb_ms,frame_changed_outside_silhouette,frame_changed_pixels,frame_concentration_edit_attributable,frame_dop_ms,frame_extra_rejected_dop26_ycocg,frame_mean_clip_s_over_rejected,frame_mean_reproj_px,frame_offset,frame_recovered_dop26_rgb,frame_recovered_dop26_ycocg,frame_rejected,frame_rejected_aabb_rgb,frame_rejected_dop26_rgb,frame_rejected_dop26_ycocg,frame_rejected_half,frame_rejected_in_box,frame_rejection_fraction,height,held_button,kdop_ms_per_megapixel,kdop_recovered_fraction_rgb_axes,no_history,paired_frame_ratio,population,ratio_ceiling_from_footprint,taa_jitter,threads,width
demo_pose_walk/frame_plus_11,12.5,0.65138010,0.65318791,1.0028,0,33.1663,0.00000000,1169,178351,0.006554,false,false,false,15.9445,true,0.00789421,1,true,-0.150,2.50,0.250,2.0801,1.000000,175236,1366,0.65160208,4188,demo_pose_walk,15.7061,0,98,NA,32.6429,37438,0.739550,4.6280,11,17804,0,175215,165153,208836,212653,18796,1345,0.65152400,540,false,63.9781,0.08846040,1092,0.9999,268931,1.0004,true,24,960
demo_pose_static/steady_window,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,NA,NA,NA,4188,demo_pose_static,271.3517,0,0,NA,0.0000,37151,0.795711,0.6115,NA,1639,0,38406,45119,111904,75557,4249,1410,0.01159249,540,false,64.6397,0.03851306,20692,NA,3313007,1.0603,true,24,960
demo_pose_static/post_edit_window,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,38406,1410,0.01159249,4188,demo_pose_static,248.2930,0,2090,1.000000,0.0000,37058,0.792217,0.6115,NA,1641,0,38742,45392,112111,75800,4463,1746,0.01169391,540,false,64.6397,0.03851306,20692,1.0087,3313007,1.0603,true,24,960
demo_pose_static/frame_plus_0,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,2933,117,0.01063278,4188,demo_pose_static,16.3888,0,177,1.000000,33.5092,2892,0.789066,0.9458,0,115,0,2986,3551,8789,5878,352,170,0.01082492,540,false,64.6397,0.03851306,2259,1.0181,275845,1.0603,true,24,960
demo_pose_static/frame_plus_1,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3352,124,0.01212797,4188,demo_pose_static,16.5051,0,173,1.000000,69.8632,3023,0.780397,0.4951,1,156,0,3360,3799,9333,6383,448,132,0.01215691,540,false,64.6397,0.03851306,1300,1.0024,276386,1.0603,true,24,960
demo_pose_static/frame_plus_2,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3272,132,0.01185636,4188,demo_pose_static,25.6765,0,172,1.000000,49.0679,3065,0.792537,0.6203,2,115,0,3278,3785,9450,6343,388,138,0.01187810,540,false,64.6397,0.03851306,2272,1.0018,275970,1.0603,true,24,960
demo_pose_static/frame_plus_3,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3504,125,0.01267146,4188,demo_pose_static,31.6124,0,175,1.000000,58.3420,3237,0.794929,0.4951,3,170,0,3519,3968,9804,6756,366,140,0.01272570,540,false,64.6397,0.03851306,1308,1.0043,276527,1.0603,true,24,960
demo_pose_static/frame_plus_4,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3545,114,0.01283881,4188,demo_pose_static,31.8071,0,171,1.000000,38.2796,3288,0.788392,0.8688,4,131,0,3575,4183,10146,6863,417,144,0.01294746,540,false,64.6397,0.03851306,1268,1.0085,276116,1.0603,true,24,960
demo_pose_static/frame_plus_5,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3583,142,0.01299733,4188,demo_pose_static,16.4311,0,177,1.000000,33.5925,3348,0.799215,0.6203,5,148,0,3607,4106,10114,6955,357,166,0.01308439,540,false,64.6397,0.03851306,2270,1.0067,275672,1.0603,true,24,960
demo_pose_static/frame_plus_6,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,2088,74,0.00755840,4188,demo_pose_static,16.5202,0,178,1.000000,33.6607,2790,0.822521,0.2429,6,119,0,2105,3041,7696,4895,188,91,0.00761994,540,false,64.6397,0.03851306,1560,1.0081,276249,1.0603,true,24,960
demo_pose_static/frame_plus_7,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3021,103,0.01094177,4188,demo_pose_static,16.4321,0,170,1.000000,33.5434,2906,0.784084,0.4951,7,116,0,3053,3655,8780,5959,397,135,0.01105767,540,false,64.6397,0.03851306,1293,1.0106,276098,1.0603,true,24,960
demo_pose_static/frame_plus_8,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3000,118,0.01088242,4188,demo_pose_static,16.4424,0,175,1.000000,33.4835,2933,0.796581,0.6203,8,143,0,3035,3501,8788,5968,338,153,0.01100938,540,false,64.6397,0.03851306,2281,1.0117,275674,1.0603,true,24,960
demo_pose_static/frame_plus_9,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3322,108,0.01202582,4188,demo_pose_static,19.4913,0,172,1.000000,33.7763,3121,0.787948,0.4951,9,144,0,3365,3871,9525,6486,401,151,0.01218148,540,false,64.6397,0.03851306,1322,1.0129,276239,1.0603,true,24,960
demo_pose_static/frame_plus_10,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3204,124,0.01161522,4188,demo_pose_static,16.4199,0,177,1.000000,33.4767,3157,0.795457,0.9458,10,122,0,3241,3802,9580,6398,360,161,0.01174935,540,false,64.6397,0.03851306,2259,1.0115,275845,1.0603,true,24,960
demo_pose_static/frame_plus_11,12.5,0.01159249,0.01082492,0.9338,0,33.5092,0.00000000,170,2986,0.056932,false,false,false,16.3888,true,0.00640077,1,true,-0.150,0.00,0.000,2.0446,1.000000,3582,129,0.01296014,4188,demo_pose_static,24.5662,0,173,1.000000,33.7267,3298,0.786308,0.4951,11,162,0,3618,4130,10106,6916,451,165,0.01309039,540,false,64.6397,0.03851306,1300,1.0101,276386,1.0603,true,24,960
dig_at_feet_walk_quarter/steady_window,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,NA,NA,NA,4188,dig_at_feet_walk_quarter,506.9683,0,0,NA,0.0000,415006,0.779579,1.8607,NA,2117630,0,3646384,887241,2221185,4061390,90500,422496,0.58710621,540,false,122.0172,0.58225803,9131,NA,6210774,1.0163,true,24,960
dig_at_feet_walk_quarter/post_edit_window,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,3646384,422496,0.58710621,4188,dig_at_feet_walk_quarter,405.7612,0,62726,NA,0.0000,416837,0.777243,1.8600,NA,2078844,0,3596723,893596,2213931,4013560,96749,372835,0.57911027,540,false,122.0172,0.58225803,9131,0.9864,6210774,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_0,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,305222,33593,0.58895651,4188,dig_at_feet_walk_quarter,29.7824,0,4980,NA,63.2537,32902,0.767389,1.2842,0,177651,0,305107,75259,182518,338009,11801,33478,0.58873461,540,false,122.0172,0.58225803,86,0.9996,518242,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_1,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,304485,33977,0.58881373,4188,dig_at_feet_walk_quarter,36.1610,0,5019,NA,100.3514,33786,0.778228,2.2349,1,176392,0,300521,71706,180920,334307,7342,30013,0.58114814,540,false,122.0172,0.58225803,1211,0.9870,517116,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_2,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,305826,34302,0.59031449,4188,dig_at_feet_walk_quarter,58.7410,0,5059,NA,84.2950,33353,0.777722,1.5647,2,175777,0,301527,72490,181961,334880,7659,30003,0.58201643,540,false,122.0172,0.58225803,257,0.9859,518073,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_3,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,305158,34538,0.59010605,4188,dig_at_feet_walk_quarter,29.6773,0,5112,NA,62.5464,33856,0.778160,2.2360,3,174036,0,300733,73399,183513,334589,7679,30113,0.58154911,540,false,122.0172,0.58225803,1203,0.9855,517124,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_4,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,304239,34711,0.58814580,4188,dig_at_feet_walk_quarter,29.6794,0,5154,NA,62.5669,34438,0.778068,2.0410,4,173155,0,299746,73894,184149,334184,7741,30218,0.57946007,540,false,122.0172,0.58225803,1040,0.9852,517285,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_5,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,304457,35131,0.58767314,4188,dig_at_feet_walk_quarter,29.7598,0,5206,NA,62.6339,34760,0.778247,1.5656,5,172908,0,299962,74073,184856,334722,7633,30636,0.57899674,540,false,122.0172,0.58225803,253,0.9852,518072,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_6,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,303518,35039,0.58682913,4188,dig_at_feet_walk_quarter,29.7751,0,5238,NA,62.7456,34879,0.778556,1.8274,6,172564,0,299098,73689,184887,333977,7620,30619,0.57828339,540,false,122.0172,0.58225803,1108,0.9854,517217,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_7,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,302307,35473,0.58460530,4188,dig_at_feet_walk_quarter,29.9347,0,5288,NA,62.9821,35379,0.778029,2.2365,7,171812,0,297737,74151,184884,333116,7616,30903,0.57576777,540,false,122.0172,0.58225803,1213,0.9849,517113,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_8,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,302900,35744,0.58466890,4188,dig_at_feet_walk_quarter,42.9472,0,5338,NA,80.5004,35599,0.777602,1.5668,8,171824,0,298277,74852,185679,333876,8011,31121,0.57574541,540,false,122.0172,0.58225803,253,0.9847,518071,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_9,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,302426,36388,0.58483655,4188,dig_at_feet_walk_quarter,29.8005,0,5383,NA,62.8074,35810,0.778111,2.2376,9,171041,0,297802,76031,186374,333612,7993,31764,0.57589458,540,false,122.0172,0.58225803,1213,0.9847,517112,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_10,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,303133,36578,0.58492558,4188,dig_at_feet_walk_quarter,29.7803,0,5445,NA,62.6296,35977,0.778137,1.2892,10,171015,0,298354,76905,187088,334331,7939,31799,0.57570401,540,false,122.0172,0.58225803,81,0.9842,518242,1.0163,true,24,960
dig_at_feet_walk_quarter/frame_plus_11,12.5,0.58710621,0.58873461,1.0028,0,63.2537,0.00000000,33478,305107,0.109725,false,false,false,29.7824,true,0.09407240,1,true,-0.600,0.62,0.062,2.1239,NA,302713,37022,0.58539722,4188,dig_at_feet_walk_quarter,29.7226,0,5504,NA,62.6125,36098,0.778865,2.2398,11,170669,0,297859,77147,187102,333957,7715,32168,0.57601038,540,false,122.0172,0.58225803,1213,0.9840,517107,1.0163,true,24,960
dig_at_feet_walk_half_speed/steady_window,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,NA,NA,NA,4188,dig_at_feet_walk_half_speed,460.2545,0,0,NA,0.0000,480383,0.677436,3.6183,NA,1765327,0,4657164,1859657,3594229,5137547,713071,506812,0.75028189,540,false,212.2621,0.37505509,12212,NA,6207219,1.0123,true,24,960
dig_at_feet_walk_half_speed/post_edit_window,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,4657164,506812,0.75028189,4188,dig_at_feet_walk_half_speed,369.3854,0,63444,NA,0.0000,481834,0.675981,3.6168,NA,1738904,0,4608191,1858042,3574359,5090025,716977,457839,0.74239220,540,false,212.2621,0.37505509,12212,0.9895,6207219,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_0,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,388159,38266,0.74940825,4188,dig_at_feet_walk_half_speed,29.6234,0,4788,NA,110.0367,39560,0.667528,2.9265,0,145515,0,387983,155254,300684,427543,64364,38090,0.74906845,540,false,212.2621,0.37505509,353,0.9995,517954,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_1,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,387544,38871,0.74987278,4188,dig_at_feet_walk_half_speed,29.9362,0,4857,NA,62.4832,39604,0.675106,4.0325,1,146395,0,384106,151685,296246,423710,60528,35433,0.74322047,540,false,212.2621,0.37505509,1492,0.9911,516813,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_2,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,388744,39782,0.75079281,4188,dig_at_feet_walk_half_speed,29.5151,0,4941,NA,62.5910,39476,0.675228,3.3157,2,146966,0,384936,152451,296139,424412,61053,35974,0.74343831,540,false,212.2621,0.37505509,523,0.9902,517778,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_3,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,388259,40205,0.75126789,4188,dig_at_feet_walk_half_speed,29.4240,0,5028,NA,62.4476,39536,0.675437,4.0368,3,147016,0,384229,152834,295340,423765,61311,36175,0.74346997,540,false,212.2621,0.37505509,1492,0.9896,516805,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_4,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,388227,40930,0.75093425,4188,dig_at_feet_walk_half_speed,29.6610,0,5123,NA,62.7897,39607,0.676580,3.7395,4,146269,0,383962,153992,295828,423569,60430,36665,0.74268461,540,false,212.2621,0.37505509,1302,0.9890,516992,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_5,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,388568,41636,0.75046159,4188,dig_at_feet_walk_half_speed,29.6447,0,5207,NA,87.3172,40043,0.676264,3.3194,5,145238,0,384186,154685,297684,424229,60761,37254,0.74199841,540,false,212.2621,0.37505509,520,0.9887,517772,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_6,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,385919,42268,0.74629530,4188,dig_at_feet_walk_half_speed,29.5532,0,5310,NA,62.7363,41515,0.674678,3.6289,6,143805,0,381446,154423,298134,422961,60431,37795,0.73764535,540,false,212.2621,0.37505509,1174,0.9884,517113,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_7,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,386983,42937,0.74881046,4188,dig_at_feet_walk_half_speed,29.5333,0,5411,NA,62.5199,41310,0.676174,4.0411,7,143193,0,382352,155482,299144,423662,59207,38306,0.73984950,540,false,212.2621,0.37505509,1478,0.9880,516797,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_8,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,388596,44112,0.75056061,4188,dig_at_feet_walk_half_speed,29.5323,0,5516,NA,62.6032,40633,0.677124,3.3244,8,142797,0,383813,156552,300059,424446,58683,39329,0.74132240,540,false,212.2621,0.37505509,536,0.9877,517741,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_9,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,388626,45039,0.75200858,4188,dig_at_feet_walk_half_speed,29.5457,0,5639,NA,63.1723,40268,0.678709,4.0453,9,142974,0,383719,156692,299153,423987,57320,40132,0.74251331,540,false,212.2621,0.37505509,1483,0.9874,516784,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_10,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,389032,45972,0.75116769,4188,dig_at_feet_walk_half_speed,39.6750,0,5750,NA,101.2699,40316,0.678957,2.9440,10,144371,0,384037,156734,298366,424353,56848,40977,0.74152303,540,false,212.2621,0.37505509,365,0.9872,517903,1.0123,true,24,960
dig_at_feet_walk_half_speed/frame_plus_11,12.5,0.75028189,0.74906845,0.9984,0,110.0367,0.00000000,38090,387983,0.098174,false,false,false,29.6234,true,0.09572485,1,true,-0.600,1.25,0.125,3.7145,NA,388507,46794,0.75180304,4188,dig_at_feet_walk_half_speed,33.7415,0,5874,NA,62.8415,39966,0.680083,4.0514,11,144365,0,383422,157258,297582,423388,56041,41709,0.74196301,540,false,212.2621,0.37505509,1494,0.9869,516767,1.0123,true,24,960
zero_proof_no_jitter_static/steady_window,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,NA,NA,NA,4188,zero_proof_no_jitter_static,531.8230,0,0,NA,0.0000,0,NaN,0.0000,NA,0,0,0,0,0,0,0,0,0.00000000,540,false,139.7252,0.00250417,23988,NA,6195924,5106.0000,false,24,960
zero_proof_no_jitter_static/post_edit_window,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,0,0,0.00000000,4188,zero_proof_no_jitter_static,502.5539,0,61260,1.000000,0.0000,1291,0.086461,0.0000,NA,12,0,4792,5756,7709,6083,4611,4792,0.00077341,540,false,139.7252,0.00250417,23988,NA,6195924,5106.0000,false,24,960
zero_proof_no_jitter_static/frame_plus_0,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,0,0,0.00000000,4188,zero_proof_no_jitter_static,38.4750,0,5105,1.000000,72.4336,12,0.086461,0.0000,0,12,0,4792,4716,4817,4804,4611,4792,0.00928094,540,false,139.7252,0.00250417,1999,NA,516327,5106.0000,false,24,960
zero_proof_no_jitter_static/frame_plus_1,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,0,0,0.00000000,4188,zero_proof_no_jitter_static,43.1337,0,5105,NA,68.4131,790,NaN,0.0000,1,0,0,0,705,1574,790,0,0,0.00000000,540,false,139.7252,0.00250417,1999,NA,516327,5106.0000,false,24,960
zero_proof_no_jitter_static/frame_plus_2,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,0,0,0.00000000,4188,zero_proof_no_jitter_static,37.9882,0,5105,NA,67.9567,222,NaN,0.0000,2,0,0,0,172,541,222,0,0,0.00000000,540,false,139.7252,0.00250417,1999,NA,516327,5106.0000,false,24,960
zero_proof_no_jitter_static/frame_plus_3,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,0,0,0.00000000,4188,zero_proof_no_jitter_static,38.0917,0,5105,NA,121.5810,118,NaN,0.0000,3,0,0,0,82,267,118,0,0,0.00000000,540,false,139.7252,0.00250417,1999,NA,516327,5106.0000,false,24,960
zero_proof_no_jitter_static/frame_plus_4,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,0,0,0.00000000,4188,zero_proof_no_jitter_static,51.6474,0,5105,NA,67.8870,71,NaN,0.0000,4,0,0,0,43,154,71,0,0,0.00000000,540,false,139.7252,0.00250417,1999,NA,516327,5106.0000,false,24,960
zero_proof_no_jitter_static/frame_plus_5,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,0,0,0.00000000,4188,zero_proof_no_jitter_static,38.0203,0,5105,NA,67.8692,43,NaN,0.0000,5,0,0,0,17,99,43,0,0,0.00000000,540,false,139.7252,0.00250417,1999,NA,516327,5106.0000,false,24,960
zero_proof_no_jitter_static/frame_plus_6,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,0,0,0.00000000,4188,zero_proof_no_jitter_static,38.0213,0,5105,NA,68.2733,18,NaN,0.0000,6,0,0,0,11,75,18,0,0,0.00000000,540,false,139.7252,0.00250417,1999,NA,516327,5106.0000,false,24,960
zero_proof_no_jitter_static/frame_plus_7,12.5,0.00000000,0.00928094,NaN,0,72.4336,0.00000000,4792,4792,1.000000,false,false,true,38.4750,true,0.09179126,1,false,-0.600,0.00,0.000,1.8826,1.000000,0,0,0.00000000,4188,zero_proof_no_jitter_static,43.3707,0,5105,NA,92.7382,10,NaN,0.0000,7,0,0,0,3,59,10,0,0,0.00000000,540,false,139.7252,0.00250417,1999,NA,516327,5106.0000,false,24,960
