# experiment P-116 (R-116)
# hypothesis: GRAPHGEN TAKES A DECISION TABLE OVER BOOLEAN CONDITIONS, SYNTHESISES THE OPTIMAL DECISION TREE BY MINIMUM AVERAGE PATH LENGTH, COMPRESSES IT INTO A DRAG AND EMITS CODE -- AND A MARCHING-CUBES CASE TABLE IS A DECISION TABLE OVER EIGHT BOOLEAN CORNER CONDITIONS. The premise correction is this row's most valuable content and it contradicts the research doc's motivation: 'CASES: [McCase; 256]' at marching_cubes/table.rs:180 is ALREADY DERIVED AT COMPILE TIME by 'const fn build_cases()' at :182-194, and the transcribed Bourke tables (reference.rs:29 BOURKE_EDGE_TABLE, :53 BOURKE_TRI_TABLE) exist ONLY as a test cross-check, imported at marching_cubes/tests.rs:15. So the mistranscription risk the doc names as the motivation IS ALREADY MITIGATED IN THE SHIPPED PATH, and this row compares a synthesised decision tree against a const-fn derivation rather than against a transcription. x50 remains the real incident in this area and it was a BOUND, not a table. (C1) The synthesised decision tree, compressed to a DRAG and emitted as Rust, produces triangulations IDENTICAL TO CASES on all 256 patterns. (C2) The generated form is NOT SLOWER than the table lookup, in instructions per cell. (C3) P-64's four properties hold on the generated form, checked through the existing check_all_properties shape. SHARE: C2 is a not-slower bound rather than a speedup, so no share is claimed; the row's value is C1 and C3, which are equalities over an enumerated population of 256.
# falsified by: C2 by the generated form being slower than the current table lookup. C3 by any of P-64's four properties failing on it -- and that would be the INTERESTING outcome, because it would mean the synthesis is unsound rather than merely unhelpful. VACUITY CONTROL: patterns_tested must equal 256, plus a should_panic sabotage arm in the property checker -- proofs.rs:221's the_properties_can_fail is the precedent for the arm and experiment_p64.rs:175-188 is the precedent for asserting a non-zero check count so a vacuous SUCCESSFUL cannot pass.
# commit a0c027e on amd-ryzen-9-5900x-12-core at 2026-08-29T00:44:36Z
patterns_tested,triangulations_identical,tree_nodes,drag_nodes,average_path_len,instructions_per_cell_table,instructions_per_cell_generated,ratio,properties_held,sabotage_failed,kani_checks,c1_holds,c2_holds,c3_holds,active_cells,branch_miss_ratio,branch_misses_per_cell_generated,branch_misses_per_cell_table,cells,condition_order,cycle_ratio,cycles_per_cell_generated,cycles_per_cell_table,distinct_actions,dont_care_entries,dp_subcube_states,drag_compression,drag_internal_nodes,drag_leaf_nodes,drag_nodes_merged,emitted_bytes,emitted_lines,emitted_matches_compiled,emitted_rust_compiles,emitted_rustc_message,field,ghz,inner,instruction_ratio_spread,kani_failed_checks,kani_sabotage_checks,kani_sabotage_failed_checks,kani_sabotage_status,kani_solver_seconds,kani_status,kani_version,max_average_path_len,mesh_identical,mesh_identical_to_shipped,min_average_path_len,mutant_tree_mismatches,ns_per_cell_generated,ns_per_cell_table,property_checks,property_violations,reps,resolution,sabotages_caught,shared_action_patterns,tree_internal_nodes,tree_leaf_nodes,triangles,vertices
256,256,511,510,8.000000,134.5818,139.6570,1.037711,4,true,62,true,false,true,4760,1.195070,0.029488,0.024675,262144,01234567,1.196361,36.0432,30.1274,255,0,6561,0.998043,255,255,1,88761,1311,true,true,ok,sphere,4.1818,22,0.000000,0,71,2,SUCCESSFUL (encountered one or more panics as expected),2.0410,SUCCESSFUL,cargo-kani 0.67.0,8.000000,true,true,8.000000,2,8.619155,7.204403,8712,0,16,65,4,1,255,256,9512,4758
256,256,511,510,8.000000,134.1218,139.1584,1.037553,4,true,62,true,false,true,4208,1.042717,0.026290,0.025213,262144,01234567,1.160987,35.3105,30.4142,255,0,6561,0.998043,255,255,1,88761,1311,true,true,ok,torus,4.1816,21,0.000000,0,71,2,SUCCESSFUL (encountered one or more panics as expected),2.0410,SUCCESSFUL,cargo-kani 0.67.0,8.000000,true,true,8.000000,2,8.443941,7.273394,8712,0,16,65,4,1,255,256,8416,4208
256,256,511,510,8.000000,137.4467,142.5727,1.037294,4,true,62,true,false,true,5768,1.869089,0.023910,0.012792,262144,01234567,1.171574,35.8597,30.6081,255,0,6561,0.998043,255,255,1,88761,1311,true,true,ok,box_exact,4.1809,21,0.000000,0,71,2,SUCCESSFUL (encountered one or more panics as expected),2.0410,SUCCESSFUL,cargo-kani 0.67.0,8.000000,true,true,8.000000,2,8.577362,7.320959,8712,0,16,65,4,1,255,256,11528,5766
256,256,511,510,8.000000,139.5501,144.6610,1.036624,4,true,62,true,false,true,6014,1.569521,0.025869,0.016482,262144,01234567,1.163457,37.5486,32.2733,255,0,6561,0.998043,255,255,1,88761,1311,true,true,ok,csg_difference,4.1817,20,0.000000,0,71,2,SUCCESSFUL (encountered one or more panics as expected),2.0410,SUCCESSFUL,cargo-kani 0.67.0,8.000000,true,true,8.000000,2,8.982684,7.717812,8712,0,16,65,4,1,255,256,12020,6012
256,256,511,510,8.000000,130.6919,135.7007,1.038325,4,true,62,true,false,true,2048,1.023371,0.016413,0.016038,262144,01234567,1.181950,33.5320,28.3700,255,0,6561,0.998043,255,255,1,88761,1311,true,true,ok,thin_plate,4.1810,23,0.000000,0,71,2,SUCCESSFUL (encountered one or more panics as expected),2.0410,SUCCESSFUL,cargo-kani 0.67.0,8.000000,true,true,8.000000,2,8.019250,6.785424,8712,0,16,65,4,1,255,256,4088,2046
256,256,511,510,8.000000,202.5908,207.7969,1.025698,4,true,62,true,false,true,21432,0.988585,0.227350,0.229975,262144,01234567,1.072182,65.0737,60.6927,255,0,6561,0.998043,255,255,1,88761,1311,true,true,ok,gyroid,4.1826,11,0.000000,0,71,2,SUCCESSFUL (encountered one or more panics as expected),2.0410,SUCCESSFUL,cargo-kani 0.67.0,8.000000,true,true,8.000000,2,15.565374,14.510719,8712,0,16,65,4,1,255,256,43116,21534
256,256,511,510,8.000000,243.8119,249.3399,1.022673,4,true,62,true,false,true,8413,1.016766,0.095504,0.093929,262144,01234567,1.074226,66.3253,61.7424,255,0,6561,0.998043,255,255,1,88761,1311,true,true,ok,fbm_terrain,4.1805,11,0.000000,0,71,2,SUCCESSFUL (encountered one or more panics as expected),2.0410,SUCCESSFUL,cargo-kani 0.67.0,8.000000,true,true,8.000000,2,15.864202,14.769222,8712,0,16,65,4,1,255,256,16884,8638
256,256,511,510,8.000000,316.3329,321.5613,1.016528,4,true,62,true,false,true,28375,1.181328,0.292633,0.247715,262144,01234567,1.058465,94.0204,88.8271,255,0,6561,0.998043,255,255,1,88761,1311,true,true,ok,noise_cavity,4.1792,8,0.000000,0,71,2,SUCCESSFUL (encountered one or more panics as expected),2.0410,SUCCESSFUL,cargo-kani 0.67.0,8.000000,true,true,8.000000,2,22.481447,21.254511,8712,0,16,65,4,1,255,256,58112,28882
