# experiment P-90 (R-090)
# hypothesis: DREAMS' HIERARCHICAL EVALUATOR CULLS OVER 99% OF NAIVE EDIT EVALUATIONS BY MAINTAINING A PER-BLOCK EDIT LIST (Evans, SIGGRAPH 2015 Advances -- 1 to 100,000 edits per sculpture, 10-100 M voxels evaluated per second on a PS4, culling efficiency over 99% against brute force). This crate's equivalent is P-39's Lipschitz brush pruning at 3.36x median, measured at CHUNK granularity. M-377 has now moved the optimum chunk to 4^3 -- SIXTY-FOUR CELLS. The question the two results create together is whether pruning still pays when the brick is that small, or whether the per-brick bookkeeping eats it. (C1) At 4^3 granularity, Lipschitz pruning still gives at least 2x on M-50's 46-60 brush bucket. (C2) Carrying a per-brick surviving-brush list costs under 8 BYTES PER BRICK amortised across the dig trace, using x41's finding that 1,507 survivors cut to 73 necessary. (C3) The two culls COMPOSE rather than overlap: pruning at chunk granularity then at brick granularity removes strictly more than either alone, on the eleven-edit trace. SHARE: C1 moves the field-evaluation share of remesh, which M-377 measured as essentially all of remesh_ms.
# falsified by: C1 by under 2x, which would mean P-72's optimum and P-39's win are in tension and the granularity choice has a hidden cost. C2 by above 8 bytes, which at 4^3 granularity is a real memory line item -- a 128^3 world is 32,768 bricks. C3 by no additional removal, which would mean the chunk-level cull already found everything and the brick level is bookkeeping for nothing. VACUITY CONTROL: the trace must contain bricks whose surviving-brush set differs from their parent chunk's, reported as a count, or C3 cannot fire.
# commit 96d15be on amd-ryzen-9-5900x-12-core at 2026-08-28T00:56:42Z
field,chunk_cells,brick_cells,brushes,bricks,survivors_chunk_level,survivors_brick_level,additional_removed,bricks_differing_from_parent,bytes_per_brick,speedup_chunk_only,speedup_both,c1_holds,c2_holds,c3_holds,additional_over_brick_only,additional_over_chunk_only,base_lipschitz,bytes_per_brick_bitmask64,bytes_per_brick_chunkarena,bytes_per_brick_mean_trace,bytes_per_brick_necessary,bytes_per_brick_payload,bytes_per_brick_sparse,bytes_per_brick_u32idx,ceiling_speedup,chunk_passes,clock,dirty_bricks_total,distinct_bricks_differing,distinct_dirty_bricks,edits,eval_ratio_both,eval_ratio_chunk,hashes_identical,log_bucket,max_chunk_survivors,mean_survivors_brick,mean_survivors_chunk,mean_survivors_world_brick,meshes_bit_identical,necessary_only_bricks_differing,necessary_only_identical,remesh_both_ms,remesh_chunk_ms,remesh_floor_ms,remesh_full_ms,remeshes,removed_both,removed_brick_only,removed_chunk_only,reps,samples_per_brick,samples_total,shape_evals_both,shape_evals_chunk,shape_evals_full,share_prunable,speedup_both_max,speedup_both_min,survivors_brick_direct,survivors_to_necessary_world,world_brick_entries,world_bricks_leave_one_out_reduced,world_bricks_occupied,world_bricks_with_triangles,world_necessary_entries
gyroid,32,4,15,32768,3661,847,0,397,6.214661,1.0262,1.7684,false,true,false,0,2814,3.464102,8.000000,4.226257,5.489064,4.028931,2.214539,3.975159,8.429199,2.6685,35,std_time_Instant_monotonic,397,357,357,11,4.5581,1.0748,true,1-15,15,2.1335,9.2217,1.107269,true,0,true,3.8378,6.6136,2.5434,6.7869,397,3094,3094,280,21,125,109703,239084,1013881,1089763,0.625253,1.7750,1.7628,847,76.8708,36283,13276,13399,3237,472
gyroid,32,4,30,32768,8263,1068,0,399,7.648010,1.1521,3.2780,true,true,false,0,7195,3.464102,8.000000,5.659607,6.950606,4.046204,3.647888,6.614441,11.295898,5.3963,35,std_time_Instant_monotonic,399,359,359,11,8.9391,1.2020,true,16-30,30,2.6767,20.7093,1.823944,true,0,true,4.2015,11.9546,2.5522,13.7725,399,8875,8875,1680,21,125,110859,309018,2298070,2762333,0.814687,3.7594,3.2705,1068,79.1616,59767,23054,23278,3293,755
gyroid,32,4,45,32768,11379,1273,0,400,8.567078,1.3559,4.6315,true,false,false,0,10106,3.464102,8.000000,6.578674,8.042786,4.063843,4.566956,7.915222,13.134033,8.5063,35,std_time_Instant_monotonic,400,360,360,11,11.9832,1.4020,true,31-45,41,3.1825,28.4475,2.283478,true,1,false,4.6969,16.0434,2.5574,21.7538,400,14698,14698,4592,21,125,111158,370354,3165443,4438021,0.882440,4.6745,4.6173,1273,71.6715,74825,26124,26405,3341,1044
gyroid,32,4,60,32768,13688,1322,0,398,9.398804,1.5799,6.3916,true,false,false,0,12366,3.464102,8.000000,7.410400,8.922674,4.081665,5.398682,9.068604,14.797485,11.9405,35,std_time_Instant_monotonic,398,358,358,11,15.6941,1.5956,true,46-60,50,3.3216,34.3920,2.699341,true,3,false,4.7532,19.2292,2.5443,30.3804,398,20539,20539,8173,21,125,110698,387413,3810543,6080091,0.916251,6.4626,6.3743,1322,66.2066,88452,28774,29040,3391,1336
ground_slab,32,4,15,32768,2252,632,0,305,6.214722,1.2523,2.4082,true,true,false,0,1620,1.000000,8.000000,4.226318,5.479953,4.020569,2.214600,3.784790,8.429321,6.4329,38,std_time_Instant_monotonic,312,249,256,11,4.9724,1.3911,true,1-15,13,2.0256,7.2179,1.107300,true,0,true,1.8360,3.5306,0.6873,4.4215,312,2520,2520,900,21,125,89130,179614,642038,893116,0.844548,2.4191,2.3972,632,108.3104,36284,11782,11839,1153,335
ground_slab,32,4,30,32768,4597,698,0,324,7.980103,1.6862,5.4919,true,true,false,0,3899,1.000000,8.000000,5.991699,7.292270,4.038696,3.979980,7.091675,11.960083,15.5347,42,std_time_Instant_monotonic,324,266,266,11,11.4335,1.7652,true,16-30,24,2.1543,14.1883,1.989990,true,0,true,1.9695,6.4145,0.6963,10.8162,324,7424,7424,3525,21,125,92304,201735,1306683,2306534,0.935628,5.5056,5.4817,698,103.1772,65208,24237,24467,1277,632
ground_slab,32,4,45,32768,6957,843,0,328,9.530457,1.8506,8.3604,true,false,false,0,6114,1.000000,8.000000,7.542053,8.883828,4.053223,5.530334,9.174011,15.060791,26.4676,44,std_time_Instant_monotonic,328,269,269,11,15.1878,1.8929,true,31-45,32,2.5701,21.2104,2.765167,true,0,true,2.2023,9.9493,0.6957,18.4123,328,12312,12312,6198,21,125,93614,246801,1980210,3748353,0.962218,9.2772,8.3204,843,104.1483,90609,28547,28825,1371,870
ground_slab,32,4,60,32768,9672,970,0,333,10.996338,1.8825,10.4802,true,false,false,0,8702,1.000000,8.000000,9.007935,10.386746,4.068970,6.996216,10.842651,17.992554,35.6532,45,std_time_Instant_monotonic,333,274,274,11,18.3847,1.8993,true,46-60,44,2.9129,29.0450,3.498108,true,0,true,2.3592,13.1340,0.6935,24.7246,333,17369,17369,8667,21,125,94737,283489,2744135,5211855,0.971952,10.6243,10.1347,970,101.6188,114626,30183,30486,1462,1128
