# experiment P-129 (R-129)
# hypothesis: x49 established bit-exact octahedral equivariance of plain Marching Cubes by sweeping all 48 elements; Delta is invariant under all 48 and under negating the field, provably. (C1) A Delta-based check agrees with the 48-element sweep on every cell of every reference field -- zero disagreements -- while costing at least 10x less. (C2) Delta is invariant under field negation on every cell, which M-177 says reordering cannot buy for vertex placement; the contrast localises M-177's obstruction to the solve, not to the classification. (C3) The invariant check catches at least one configuration class the sweep is structurally blind to, or reports honestly that it catches none. SHARE: C1 moves the equivariance-test stage of CI, currently the 48-element sweep in full.
# falsified by: C1 by any disagreement or under 10x. C2 by a negation violation, which would contradict the symbolic proof and send P-127 back. C3 by 'none', which is a fine outcome and should be recorded as such rather than hunted. VACUITY CONTROL: the sweep arm must report a non-zero violation count on a deliberately broken table, or both instruments are agreeing on nothing.
# commit 729462b (WORKING TREE DIRTY) on amd-ryzen-9-5900x-12-core at 2026-08-30T13:07:16Z
element,sweep_ms,invariant_ms,speedup,cells_checked,sweep_violations,invariant_violations,agreement,negation_violations,c1_holds,c2_holds,c3_holds,c3_token,invariant_ms_max,invariant_ms_min,nonzero_delta_cells,population_synthetic,relabellings,relabellings_per_delta,repeats,sweep_disagreements,sweep_ms_max,sweep_ms_min
all-48-aggregate,490.665051,1492.490382,0.329,291592,575076,11083184,false,0,false,true,false,251011-cells-sweep-invariant-verdict-disagree,1495.045970,1491.512034,279570,4096,13996416,0.980,7,251011,491.135565,490.367970
