L^2,M_L1,4450,3.773620e1,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,4.434e-10,4450,false,1.054025e-3,M_L2,true,4.165210e2,4.000000,2.269592e2,5.673980e1,box_exact,4,box_exact|33|L^2,96,96,8.197427e-1,1,6.831065e2,0,2,0.000000e0,true,33,8.197427e-1,30.852537,21,0.001128,hessian_floor,0,72,72,M_L1
L^2,M_L2,4450,6.867018e1,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,2.536e-11,4450,false,9.033388e-4,M_L2,true,4.165210e2,4.000000,3.870219e2,9.675548e1,box_exact,4,box_exact|33|L^2,96,96,8.197427e-1,2,6.112681e2,0,2,0.000000e0,true,33,8.197427e-1,30.852537,21,0.000996,hessian_floor,0,72,72,M_L1
L^2,M_L3,4450,1.014565e2,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,3.296e-11,4450,false,9.522553e-4,M_L2,true,4.165210e2,4.000000,5.404941e2,1.351235e2,box_exact,4,box_exact|33|L^2,96,96,8.197427e-1,3,5.331553e2,0,2,0.000000e0,true,33,8.197427e-1,30.852537,21,0.000892,hessian_floor,0,72,72,M_L1
L^2,M_Linf,4450,1.164258e3,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,1.199e-14,4450,false,9.897445e-3,M_L2,true,4.165210e2,4.000000,1.816356e3,4.540889e2,box_exact,4,box_exact|33|L^2,96,96,8.197427e-1,inf,3.031085e2,0,2,0.000000e0,true,33,8.197427e-1,30.852537,21,0.000291,hessian_floor,0,72,72,M_L1
L^3,M_L1,4450,4.660912e1,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,4.434e-10,4450,false,2.418305e-3,M_L3,true,4.165210e2,4.000000,2.269592e2,5.673980e1,box_exact,4,box_exact|33|L^3,96,96,1.598247e0,1,6.831065e2,0,3,0.000000e0,true,33,7.990189e-1,25.641432,21,0.001341,hessian_floor,0,72,72,M_L1
L^3,M_L2,4450,8.385068e1,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,2.536e-11,4450,false,1.990009e-3,M_L3,true,4.165210e2,4.000000,3.870219e2,9.675548e1,box_exact,4,box_exact|33|L^3,96,96,1.598247e0,2,6.112681e2,0,3,0.000000e0,true,33,7.990189e-1,25.641432,21,0.001152,hessian_floor,0,72,72,M_L1
L^3,M_L3,4450,1.211020e2,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,3.296e-11,4450,false,1.949533e-3,M_L3,true,4.165210e2,4.000000,5.404941e2,1.351235e2,box_exact,4,box_exact|33|L^3,96,96,1.598247e0,3,5.331553e2,0,3,0.000000e0,true,33,7.990189e-1,25.641432,21,0.001045,hessian_floor,0,72,72,M_L1
L^3,M_Linf,4450,1.195124e3,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,1.199e-14,4450,false,9.897445e-3,M_L3,true,4.165210e2,4.000000,1.816356e3,4.540889e2,box_exact,4,box_exact|33|L^3,96,96,1.598247e0,inf,3.031085e2,0,3,0.000000e0,true,33,7.990189e-1,25.641432,21,0.000306,hessian_floor,0,72,72,M_L1
L^inf,M_L1,4450,8.454720e1,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,4.434e-10,4450,false,1.507042e-2,M_Linf,true,4.165210e2,4.000000,2.269592e2,5.673980e1,box_exact,4,box_exact|33|L^inf,96,96,1.467014e1,1,6.831065e2,0,inf,0.000000e0,true,33,7.099409e-1,15.670136,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L2,4450,1.445707e2,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,2.536e-11,4450,false,1.184089e-2,M_Linf,true,4.165210e2,4.000000,3.870219e2,9.675548e1,box_exact,4,box_exact|33|L^inf,96,96,1.467014e1,2,6.112681e2,0,inf,0.000000e0,true,33,7.099409e-1,15.670136,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L3,4450,2.021228e2,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,3.296e-11,4450,false,1.116255e-2,M_Linf,true,4.165210e2,4.000000,5.404941e2,1.351235e2,box_exact,4,box_exact|33|L^inf,96,96,1.467014e1,3,5.331553e2,0,inf,0.000000e0,true,33,7.099409e-1,15.670136,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_Linf,4450,1.324866e3,false,false,violation_outside_l1,false,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,1.199e-14,4450,false,9.897445e-3,M_Linf,true,4.165210e2,4.000000,1.816356e3,4.540889e2,box_exact,4,box_exact|33|L^inf,96,96,1.467014e1,inf,3.031085e2,0,inf,0.000000e0,true,33,7.099409e-1,15.670136,21,1.000000,hessian_floor,0,72,72,M_L1
L^1,M_L1,18082,4.865438e0,true,false,theory_holds,true,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.976e-10,18082,true,8.453903e-6,M_L1,true,2.745404e2,4.000000,1.002105e2,2.505262e1,box_exact,4,box_exact|65|L^1,96,96,0.000000e0,1,4.623486e3,0,1,0.000000e0,true,65,1.305390e0,110.937217,21,0.000421,none,0,72,72,M_L1
L^1,M_L2,18082,1.121673e1,true,false,theory_holds,true,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.149e-10,18082,true,1.383502e-5,M_L1,true,2.745404e2,4.000000,1.650025e2,4.125064e1,box_exact,4,box_exact|65|L^1,96,96,0.000000e0,2,4.099493e3,0,1,0.000000e0,true,65,1.305390e0,110.937217,21,0.000302,none,0,72,72,M_L1
L^1,M_L3,18082,2.176804e1,true,false,theory_holds,true,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.655e-11,18082,true,2.497252e-5,M_L1,true,2.745404e2,4.000000,2.312583e2,5.781458e1,box_exact,4,box_exact|65|L^1,96,96,0.000000e0,3,3.397319e3,0,1,0.000000e0,true,65,1.305390e0,110.937217,21,0.000219,none,0,72,72,M_L1
L^1,M_Linf,18082,5.397582e2,true,false,theory_holds,true,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,8.700e-13,18082,true,1.943638e-3,M_L1,true,2.745404e2,4.000000,8.049096e2,2.012274e2,box_exact,4,box_exact|65|L^1,96,96,0.000000e0,inf,1.543497e3,0,1,0.000000e0,true,65,1.305390e0,110.937217,21,0.000060,none,0,72,72,M_L1
L^2,M_L1,18082,1.191999e1,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.976e-10,18082,false,1.172136e-4,M_L2,true,2.745404e2,4.000000,1.002105e2,2.505262e1,box_exact,4,box_exact|65|L^2,96,96,7.782045e-1,1,4.623486e3,0,2,0.000000e0,true,65,7.782045e-1,46.164146,21,0.000534,hessian_floor,0,72,72,M_L1
L^2,M_L2,18082,2.119618e1,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.149e-10,18082,false,9.141626e-5,M_L2,true,2.745404e2,4.000000,1.650025e2,4.125064e1,box_exact,4,box_exact|65|L^2,96,96,7.782045e-1,2,4.099493e3,0,2,0.000000e0,true,65,7.782045e-1,46.164146,21,0.000463,hessian_floor,0,72,72,M_L1
L^2,M_L3,18082,3.222836e1,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.655e-11,18082,false,9.972337e-5,M_L2,true,2.745404e2,4.000000,2.312583e2,5.781458e1,box_exact,4,box_exact|65|L^2,96,96,7.782045e-1,3,3.397319e3,0,2,0.000000e0,true,65,7.782045e-1,46.164146,21,0.000396,hessian_floor,0,72,72,M_L1
L^2,M_Linf,18082,5.502762e2,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,8.700e-13,18082,false,1.943638e-3,M_L2,true,2.745404e2,4.000000,8.049096e2,2.012274e2,box_exact,4,box_exact|65|L^2,96,96,7.782045e-1,inf,1.543497e3,0,2,0.000000e0,true,65,7.782045e-1,46.164146,21,0.000063,hessian_floor,0,72,72,M_L1
L^3,M_L1,18082,1.636006e1,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.976e-10,18082,false,3.393810e-4,M_L3,true,2.745404e2,4.000000,1.002105e2,2.505262e1,box_exact,4,box_exact|65|L^3,96,96,1.552299e0,1,4.623486e3,0,3,0.000000e0,true,65,7.506622e-1,34.085074,21,0.000642,hessian_floor,0,72,72,M_L1
L^3,M_L2,18082,2.864094e1,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.149e-10,18082,false,2.503506e-4,M_L3,true,2.745404e2,4.000000,1.650025e2,4.125064e1,box_exact,4,box_exact|65|L^3,96,96,1.552299e0,2,4.099493e3,0,3,0.000000e0,true,65,7.506622e-1,34.085074,21,0.000543,hessian_floor,0,72,72,M_L1
L^3,M_L3,18082,4.175575e1,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.655e-11,18082,false,2.424023e-4,M_L3,true,2.745404e2,4.000000,2.312583e2,5.781458e1,box_exact,4,box_exact|65|L^3,96,96,1.552299e0,3,3.397319e3,0,3,0.000000e0,true,65,7.506622e-1,34.085074,21,0.000486,hessian_floor,0,72,72,M_L1
L^3,M_Linf,18082,5.576338e2,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,8.700e-13,18082,false,1.943638e-3,M_L3,true,2.745404e2,4.000000,8.049096e2,2.012274e2,box_exact,4,box_exact|65|L^3,96,96,1.552299e0,inf,1.543497e3,0,3,0.000000e0,true,65,7.506622e-1,34.085074,21,0.000064,hessian_floor,0,72,72,M_L1
L^inf,M_L1,18082,3.704769e1,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.976e-10,18082,false,3.374910e-3,M_Linf,true,2.745404e2,4.000000,1.002105e2,2.505262e1,box_exact,4,box_exact|65|L^inf,96,96,1.482708e1,1,4.623486e3,0,inf,0.000000e0,true,65,6.558309e-1,15.827076,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L2,18082,6.134470e1,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.149e-10,18082,false,2.376285e-3,M_Linf,true,2.745404e2,4.000000,1.650025e2,4.125064e1,box_exact,4,box_exact|65|L^inf,96,96,1.482708e1,2,4.099493e3,0,inf,0.000000e0,true,65,6.558309e-1,15.827076,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L3,18082,8.619062e1,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,3.655e-11,18082,false,2.207110e-3,M_Linf,true,2.745404e2,4.000000,2.312583e2,5.781458e1,box_exact,4,box_exact|65|L^inf,96,96,1.482708e1,3,3.397319e3,0,inf,0.000000e0,true,65,6.558309e-1,15.827076,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_Linf,18082,5.863565e2,false,false,violation_outside_l1,false,true,false,2.400000e10,3.824847e0,18042,0.997788,18082,false,true,0.014000,5.138122,0.062500000,1.808200e4,8.700e-13,18082,false,1.943638e-3,M_Linf,true,2.745404e2,4.000000,8.049096e2,2.012274e2,box_exact,4,box_exact|65|L^inf,96,96,1.482708e1,inf,1.543497e3,0,inf,0.000000e0,true,65,6.558309e-1,15.827076,21,1.000000,hessian_floor,0,72,72,M_L1
L^1,M_L1,1096,1.135657e2,true,false,theory_holds,true,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,7.707e-12,1096,true,1.686629e-2,M_L1,true,5.622835e2,4.000000,8.001318e2,2.000329e2,csg_difference,4,csg_difference|17|L^1,96,96,0.000000e0,1,4.192882e1,0,1,2.174246e-7,true,17,9.065978e-1,19.975911,21,0.002403,none,0,72,72,M_L1
L^1,M_L2,1096,2.165241e2,true,false,theory_holds,true,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,4.104e-12,1096,true,1.816170e-2,M_L1,true,5.622835e2,4.000000,1.366120e3,3.415299e2,csg_difference,4,csg_difference|17|L^1,96,96,0.000000e0,2,4.043545e1,0,1,3.910889e-7,true,17,9.065978e-1,19.975911,21,0.002155,none,0,72,72,M_L1
L^1,M_L3,1096,3.232306e2,true,false,theory_holds,true,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,1.791e-13,1096,true,2.040244e-2,M_L1,true,5.622835e2,4.000000,1.854782e3,4.636956e2,csg_difference,4,csg_difference|17|L^1,96,96,0.000000e0,3,3.895337e1,0,1,6.810147e-7,true,17,9.065978e-1,19.975911,21,0.001961,none,0,72,72,M_L1
L^1,M_Linf,1096,2.268578e3,true,false,theory_holds,true,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,1.366e-13,1096,true,9.266353e-2,M_L1,true,5.622835e2,4.000000,5.557684e3,1.389421e3,csg_difference,4,csg_difference|17|L^1,96,96,0.000000e0,inf,3.237520e1,0,1,2.123716e-6,true,17,9.065978e-1,19.975911,21,0.001632,none,0,72,72,M_L1
L^2,M_L1,1096,1.646175e2,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,7.707e-12,1096,false,3.854290e-2,M_L2,true,5.622835e2,4.000000,8.001318e2,2.000329e2,csg_difference,4,csg_difference|17|L^2,96,96,8.178172e-1,1,4.192882e1,0,2,2.174246e-7,true,17,8.178172e-1,16.375268,21,0.003011,hessian_floor,0,72,72,M_L1
L^2,M_L2,1096,2.992445e2,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,4.104e-12,1096,false,3.701496e-2,M_L2,true,5.622835e2,4.000000,1.366120e3,3.415299e2,csg_difference,4,csg_difference|17|L^2,96,96,8.178172e-1,2,4.043545e1,0,2,3.910889e-7,true,17,8.178172e-1,16.375268,21,0.002664,hessian_floor,0,72,72,M_L1
L^2,M_L3,1096,4.242888e2,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,1.791e-13,1096,false,3.750038e-2,M_L2,true,5.622835e2,4.000000,1.854782e3,4.636956e2,csg_difference,4,csg_difference|17|L^2,96,96,8.178172e-1,3,3.895337e1,0,2,6.810147e-7,true,17,8.178172e-1,16.375268,21,0.002445,hessian_floor,0,72,72,M_L1
L^2,M_Linf,1096,2.695655e3,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,1.366e-13,1096,false,9.266353e-2,M_L2,true,5.622835e2,4.000000,5.557684e3,1.389421e3,csg_difference,4,csg_difference|17|L^2,96,96,8.178172e-1,inf,3.237520e1,0,2,2.123716e-6,true,17,8.178172e-1,16.375268,21,0.002066,hessian_floor,0,72,72,M_L1
L^3,M_L1,1096,1.887863e2,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,7.707e-12,1096,false,5.404613e-2,M_L3,true,5.622835e2,4.000000,8.001318e2,2.000329e2,csg_difference,4,csg_difference|17|L^3,96,96,1.531106e0,1,4.192882e1,0,3,2.174246e-7,true,17,8.028982e-1,15.579517,21,0.003627,hessian_floor,0,72,72,M_L1
L^3,M_L2,1096,3.403624e2,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,4.104e-12,1096,false,4.990344e-2,M_L3,true,5.622835e2,4.000000,1.366120e3,3.415299e2,csg_difference,4,csg_difference|17|L^3,96,96,1.531106e0,2,4.043545e1,0,3,3.910889e-7,true,17,8.028982e-1,15.579517,21,0.003093,hessian_floor,0,72,72,M_L1
L^3,M_L3,1096,4.778381e2,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,1.791e-13,1096,false,4.935869e-2,M_L3,true,5.622835e2,4.000000,1.854782e3,4.636956e2,csg_difference,4,csg_difference|17|L^3,96,96,1.531106e0,3,3.895337e1,0,3,6.810147e-7,true,17,8.028982e-1,15.579517,21,0.002802,hessian_floor,0,72,72,M_L1
L^3,M_Linf,1096,2.941199e3,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,1.366e-13,1096,false,9.266353e-2,M_L3,true,5.622835e2,4.000000,5.557684e3,1.389421e3,csg_difference,4,csg_difference|17|L^3,96,96,1.531106e0,inf,3.237520e1,0,3,2.123716e-6,true,17,8.028982e-1,15.579517,21,0.002394,hessian_floor,0,72,72,M_L1
L^inf,M_L1,1096,2.990494e2,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,7.707e-12,1096,false,1.819122e-1,M_Linf,true,5.622835e2,4.000000,8.001318e2,2.000329e2,csg_difference,4,csg_difference|17|L^inf,96,96,1.256482e1,1,4.192882e1,0,inf,2.174246e-7,true,17,7.097338e-1,13.564815,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L2,1096,5.112949e2,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,4.104e-12,1096,false,1.444859e-1,M_Linf,true,5.622835e2,4.000000,1.366120e3,3.415299e2,csg_difference,4,csg_difference|17|L^inf,96,96,1.256482e1,2,4.043545e1,0,inf,3.910889e-7,true,17,7.097338e-1,13.564815,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L3,1096,6.945433e2,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,1.791e-13,1096,false,1.293352e-1,M_Linf,true,5.622835e2,4.000000,1.854782e3,4.636956e2,csg_difference,4,csg_difference|17|L^inf,96,96,1.256482e1,3,3.895337e1,0,inf,6.810147e-7,true,17,7.097338e-1,13.564815,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_Linf,1096,4.056550e3,false,false,violation_outside_l1,false,true,false,6.000000e9,2.558879e3,864,0.788321,1096,false,true,0.014000,5.138122,0.250000000,1.096000e3,1.366e-13,1096,false,9.266353e-2,M_Linf,true,5.622835e2,4.000000,5.557684e3,1.389421e3,csg_difference,4,csg_difference|17|L^inf,96,96,1.256482e1,inf,3.237520e1,0,inf,2.123716e-6,true,17,7.097338e-1,13.564815,21,1.000000,hessian_floor,0,72,72,M_L1
L^1,M_L1,4372,3.818769e1,true,false,theory_holds,true,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,2.997e-11,4372,true,2.530873e-3,M_L1,true,6.326219e2,4.000000,4.169906e2,1.042477e2,csg_difference,4,csg_difference|33|L^1,96,96,0.000000e0,1,2.057067e2,0,1,0.000000e0,true,33,1.012269e0,38.169106,21,0.000931,none,0,72,72,M_L1
L^1,M_L2,4372,7.684390e1,true,false,theory_holds,true,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,2.284e-12,4372,true,2.764198e-3,M_L1,true,6.326219e2,4.000000,7.011756e2,1.752939e2,csg_difference,4,csg_difference|33|L^1,96,96,0.000000e0,2,1.884225e2,0,1,0.000000e0,true,33,1.012269e0,38.169106,21,0.000780,none,0,72,72,M_L1
L^1,M_L3,4372,1.229185e2,true,false,theory_holds,true,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,3.953e-12,4372,true,3.164960e-3,M_L1,true,6.326219e2,4.000000,9.462652e2,2.365663e2,csg_difference,4,csg_difference|33|L^1,96,96,0.000000e0,3,1.755350e2,0,1,0.000000e0,true,33,1.012269e0,38.169106,21,0.000659,none,0,72,72,M_L1
L^1,M_Linf,4372,1.457590e3,true,false,theory_holds,true,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,1.124e-13,4372,true,2.347345e-2,M_L1,true,6.326219e2,4.000000,2.797228e3,6.993071e2,csg_difference,4,csg_difference|33|L^1,96,96,0.000000e0,inf,1.278040e2,0,1,0.000000e0,true,33,1.012269e0,38.169106,21,0.000320,none,0,72,72,M_L1
L^2,M_L1,4372,6.813216e1,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,2.997e-11,4372,false,7.462460e-3,M_L2,true,6.326219e2,4.000000,4.169906e2,1.042477e2,csg_difference,4,csg_difference|33|L^2,96,96,8.006113e-1,1,2.057067e2,0,2,0.000000e0,true,33,8.006113e-1,23.952840,21,0.001190,hessian_floor,0,72,72,M_L1
L^2,M_L2,4372,1.226795e2,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,2.284e-12,4372,false,7.083922e-3,M_L2,true,6.326219e2,4.000000,7.011756e2,1.752939e2,csg_difference,4,csg_difference|33|L^2,96,96,8.006113e-1,2,1.884225e2,0,2,0.000000e0,true,33,8.006113e-1,23.952840,21,0.001043,hessian_floor,0,72,72,M_L1
L^2,M_L3,4372,1.750288e2,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,3.953e-12,4372,false,7.204491e-3,M_L2,true,6.326219e2,4.000000,9.462652e2,2.365663e2,csg_difference,4,csg_difference|33|L^2,96,96,8.006113e-1,3,1.755350e2,0,2,0.000000e0,true,33,8.006113e-1,23.952840,21,0.000935,hessian_floor,0,72,72,M_L1
L^2,M_Linf,4372,1.631959e3,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,1.124e-13,4372,false,2.347345e-2,M_L2,true,6.326219e2,4.000000,2.797228e3,6.993071e2,csg_difference,4,csg_difference|33|L^2,96,96,8.006113e-1,inf,1.278040e2,0,2,0.000000e0,true,33,8.006113e-1,23.952840,21,0.000358,hessian_floor,0,72,72,M_L1
L^3,M_L1,4372,8.415208e1,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,2.997e-11,4372,false,1.158449e-2,M_L3,true,6.326219e2,4.000000,4.169906e2,1.042477e2,csg_difference,4,csg_difference|33|L^3,96,96,1.491294e0,1,2.057067e2,0,3,0.000000e0,true,33,7.808353e-1,20.466554,21,0.001441,hessian_floor,0,72,72,M_L1
L^3,M_L2,4372,1.498610e2,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,2.284e-12,4372,false,1.046671e-2,M_L3,true,6.326219e2,4.000000,7.011756e2,1.752939e2,csg_difference,4,csg_difference|33|L^3,96,96,1.491294e0,2,1.884225e2,0,3,0.000000e0,true,33,7.808353e-1,20.466554,21,0.001222,hessian_floor,0,72,72,M_L1
L^3,M_L3,4372,2.096475e2,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,3.953e-12,4372,false,1.031967e-2,M_L3,true,6.326219e2,4.000000,9.462652e2,2.365663e2,csg_difference,4,csg_difference|33|L^3,96,96,1.491294e0,3,1.755350e2,0,3,0.000000e0,true,33,7.808353e-1,20.466554,21,0.001100,hessian_floor,0,72,72,M_L1
L^3,M_Linf,4372,1.722303e3,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,1.124e-13,4372,false,2.347345e-2,M_L3,true,6.326219e2,4.000000,2.797228e3,6.993071e2,csg_difference,4,csg_difference|33|L^3,96,96,1.491294e0,inf,1.278040e2,0,3,0.000000e0,true,33,7.808353e-1,20.466554,21,0.000381,hessian_floor,0,72,72,M_L1
L^inf,M_L1,4372,1.554340e2,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,2.997e-11,4372,false,5.095147e-2,M_Linf,true,6.326219e2,4.000000,4.169906e2,1.042477e2,csg_difference,4,csg_difference|33|L^inf,96,96,1.213111e1,1,2.057067e2,0,inf,0.000000e0,true,33,6.856245e-1,13.131110,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L2,4372,2.620033e2,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,2.284e-12,4372,false,3.890884e-2,M_Linf,true,6.326219e2,4.000000,7.011756e2,1.752939e2,csg_difference,4,csg_difference|33|L^inf,96,96,1.213111e1,2,1.884225e2,0,inf,0.000000e0,true,33,6.856245e-1,13.131110,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L3,4372,3.539120e2,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,3.953e-12,4372,false,3.424380e-2,M_Linf,true,6.326219e2,4.000000,9.462652e2,2.365663e2,csg_difference,4,csg_difference|33|L^inf,96,96,1.213111e1,3,1.755350e2,0,inf,0.000000e0,true,33,6.856245e-1,13.131110,21,1.000000,hessian_floor,0,72,72,M_L1
